Id,Genus
NC_039196.1,Morbillivirus
NC_039197.1,Pararubulavirus
NC_039198.1,Pararubulavirus
NC_039200.1,Almendravirus
NC_039201.1,Curiovirus
NC_039202.1,Hapavirus
NC_039203.1,Orthotospovirus
NC_039204.1,Orthotospovirus
NC_039205.1,Orthotospovirus
NC_039206.1,Vesiculovirus
NC_039207.1,Betacoronavirus
NC_039208.1,Deltacoronavirus
NC_039209.1,Aphthovirus
NC_039210.1,Aphthovirus
NC_039211.1,Kobuvirus
NC_039212.1,Limnipivirus
NC_039216.1,Alphaendornavirus
NC_039217.1,Alphaendornavirus
NC_039218.1,Flavivirus
NC_039219.1,Flavivirus
NC_039220.1,Orthonairovirus
NC_039221.1,Orthonairovirus
NC_039222.1,Orthonairovirus
NC_039223.1,Orthoavulavirus
NC_039224.1,Benyvirus
NC_039225.1,Benyvirus
NC_039226.1,Benyvirus
NC_039227.1,Benyvirus
NC_039228.1,Gammaretrovirus
NC_039230.1,Metaavulavirus
NC_039231.1,Metapneumovirus
NC_039235.1,Megrivirus
NC_039236.1,Sopolycivirus
NC_039237.1,Pestivirus
NC_039238.1,Simiispumavirus
NC_039242.1,Felispumavirus
NC_038235.1,Orthopneumovirus
NC_038232.1,Orthotospovirus
NC_038011.1,Chrysovirus
NC_037654.1,Enterovirus
NC_037655.1,Unknown_genus
NC_037657.1,Unknown_genus
NC_037659.1,Unknown_genus
NC_037660.1,Unknown_genus
NC_037661.1,Unknown_genus
NC_037662.1,Unknown_genus
NC_037612.1,Phlebovirus
NC_037613.1,Phlebovirus
NC_037614.1,Phlebovirus
NC_037615.1,Phlebovirus
NC_037616.1,Phlebovirus
NC_037617.1,Phlebovirus
NC_037570.1,Fijivirus
NC_037571.1,Fijivirus
NC_037572.1,Fijivirus
NC_037573.1,Fijivirus
NC_037574.1,Fijivirus
NC_037575.1,Fijivirus
NC_037576.1,Fijivirus
NC_037577.1,Fijivirus
NC_037578.1,Fijivirus
NC_037579.1,Unknown_genus
NC_037580.1,Unknown_genus
NC_037581.1,Unknown_genus
NC_037582.1,Unknown_genus
NC_037583.1,Unknown_genus
NC_037584.1,Unknown_genus
NC_037585.1,Unknown_genus
NC_037586.1,Unknown_genus
NC_037587.1,Unknown_genus
NC_037588.1,Unknown_genus
NC_037589.1,Unknown_genus
NC_037095.1,Deltapartitivirus
NC_037096.1,Deltapartitivirus
NC_037051.1,Potyvirus
NC_037052.1,Enamovirus
NC_037054.1,Mitovirus
NC_037055.1,Mitovirus
NC_037056.1,Mitovirus
NC_037058.1,Vitivirus
NC_036802.1,Potyvirus
NC_036803.1,Polerovirus
NC_036636.1,Orthonairovirus
NC_036615.1,Deltainfluenzavirus
NC_036616.1,Deltainfluenzavirus
NC_036617.1,Deltainfluenzavirus
NC_036618.1,Deltainfluenzavirus
NC_036619.1,Deltainfluenzavirus
NC_036620.1,Deltainfluenzavirus
NC_036621.1,Deltainfluenzavirus
NC_036634.1,Ophiovirus
NC_036635.1,Ophiovirus
NC_036580.1,Amalgavirus
NC_036581.1,Amalgavirus
NC_036583.1,Mamastrovirus
NC_036585.1,Iflavirus
NC_036586.1,Alphamesonivirus
NC_036587.1,Potexvirus
NC_036588.1,Passerivirus
NC_036589.1,Unknown_genus
NC_036590.1,Hypovirus
NC_036597.1,Tenuivirus
NC_036598.1,Tenuivirus
NC_036599.1,Tenuivirus
NC_036600.1,Unknown_genus
NC_036602.1,Tenuivirus
NC_036603.1,Unknown_genus
NC_036604.1,Uukuvirus
NC_036605.1,Uukuvirus
NC_036606.1,Uukuvirus
NC_036607.1,Orthotospovirus
NC_036608.1,Orthotospovirus
NC_036609.1,Orthotospovirus
NC_036468.1,Orthoreovirus
NC_036469.1,Orthoreovirus
NC_036470.1,Orthoreovirus
NC_036471.1,Orthoreovirus
NC_036472.1,Orthoreovirus
NC_036473.1,Orthoreovirus
NC_036474.1,Orthoreovirus
NC_036475.1,Orthoreovirus
NC_036476.1,Orthoreovirus
NC_036477.1,Orthoreovirus
NC_036389.1,Unknown_genus
NC_036390.1,Nucleorhabdovirus
NC_035935.1,Unknown_genus
NC_035936.1,Unknown_genus
NC_035937.1,Unknown_genus
NC_035938.1,Unknown_genus
NC_035939.1,Unknown_genus
NC_035889.1,Flavivirus
NC_031957.1,Almendravirus
NC_031958.1,Almendravirus
NC_031960.1,Unknown_genus
NC_032807.1,Unknown_genus
NC_033133.1,Unknown_genus
NC_034160.1,Picobirnavirus
NC_034161.1,Picobirnavirus
NC_035798.1,Unknown_genus
NC_035779.1,Unknown_genus
NC_035674.1,Unknown_genus
NC_035675.1,Minovirus
NC_035758.1,Unknown_genus
NC_035759.1,Coguvirus
NC_035450.1,Sopolycivirus
NC_035451.1,Polerovirus
NC_035452.1,Unknown_genus
NC_035453.1,Unknown_genus
NC_035454.1,Coguvirus
NC_035455.1,Sopolycivirus
NC_035456.1,Sopolycivirus
NC_035457.1,Sopolycivirus
NC_035458.1,Potyvirus
NC_035459.1,Potyvirus
NC_035461.1,Unknown_genus
NC_035462.1,Divavirus
NC_035463.1,Mitovirus
NC_035465.1,Pregotovirus
NC_035466.1,Sinaivirus
NC_035467.1,Sinaivirus
NC_035470.1,Unknown_genus
NC_035471.1,Unknown_genus
NC_035472.1,Badnavirus
NC_035482.1,Orthotospovirus
NC_035483.1,Orthotospovirus
NC_035484.1,Orthotospovirus
NC_035485.1,Betapartitivirus
NC_035486.1,Betapartitivirus
NC_035432.1,Pestivirus
NC_035182.1,Unknown_genus
NC_035183.1,Unknown_genus
NC_035184.1,Unknown_genus
NC_035187.1,Unknown_genus
NC_035189.1,Unknown_genus
NC_035190.1,Potexvirus
NC_035191.1,Alphacoronavirus
NC_035198.1,Unknown_genus
NC_035202.1,Vitivirus
NC_035203.1,Foveavirus
NC_035204.1,Allexivirus
NC_035205.1,Potexvirus
NC_035206.1,Picobirnavirus
NC_035210.1,Avihepadnavirus
NC_035214.1,Torradovirus
NC_035215.1,Torradovirus
NC_035218.1,Torradovirus
NC_035219.1,Torradovirus
NC_035220.1,Torradovirus
NC_035221.1,Torradovirus
NC_035110.1,Unknown_genus
NC_035111.1,Sinaivirus
NC_035112.1,Sinaivirus
NC_035113.1,Sinaivirus
NC_035114.1,Unknown_genus
NC_035115.1,Unknown_genus
NC_035116.1,Sinaivirus
NC_035118.1,Unknown_genus
NC_035127.1,Muarterivirus
NC_035132.1,Ohlsrhavirus
NC_035133.1,Unknown_genus
NC_035134.1,Potyvirus
NC_035070.1,Amalgavirus
NC_035071.1,Unknown_genus
NC_034968.1,Metaavulavirus
NC_034970.1,Unknown_genus
NC_034971.1,Kobuvirus
NC_034972.1,Alphacoronavirus
NC_034973.1,Cripavirus
NC_034974.1,Mamastrovirus
NC_034975.1,Mamastrovirus
NC_034976.1,Torovirus
NC_034979.1,Emaravirus
NC_034980.1,Emaravirus
NC_034981.1,Emaravirus
NC_034836.1,Enamovirus
NC_034833.1,Vitivirus
NC_034835.1,Unknown_genus
NC_034617.1,Megrivirus
NC_034622.1,Allexivirus
NC_034631.1,Orthobunyavirus
NC_034632.1,Orthobunyavirus
NC_034633.1,Orthobunyavirus
NC_034614.1,Unknown_genus
NC_034615.1,Unknown_genus
NC_034569.1,Negevirus
NC_034508.1,Vesiculovirus
NC_034509.1,Tobamovirus
NC_034510.1,Orthonairovirus
NC_034511.1,Orthonairovirus
NC_034512.1,Orthonairovirus
NC_034513.1,Unknown_genus
NC_034514.1,Unknown_genus
NC_034515.1,Orthohantavirus
NC_034516.1,Orthohantavirus
NC_034517.1,Orthohantavirus
NC_034518.1,Orthohantavirus
NC_034519.1,Orthohantavirus
NC_034520.1,Orthonairovirus
NC_034521.1,Orthonairovirus
NC_034522.1,Orthonairovirus
NC_034523.1,Unknown_genus
NC_034524.1,Unknown_genus
NC_034525.1,Orthohantavirus
NC_034526.1,Orthohantavirus
NC_034527.1,Orthohantavirus
NC_034528.1,Orthohantavirus
NC_034529.1,Sripuvirus
NC_034530.1,Hapavirus
NC_034531.1,Hapavirus
NC_034533.1,Hapavirus
NC_034534.1,Curiovirus
NC_034535.1,Ledantevirus
NC_034536.1,Curiovirus
NC_034537.1,Hapavirus
NC_034538.1,Hapavirus
NC_034539.1,Ledantevirus
NC_034540.1,Ledantevirus
NC_034541.1,Hapavirus
NC_034542.1,Sripuvirus
NC_034543.1,Hapavirus
NC_034544.1,Curiovirus
NC_034545.1,Ledantevirus
NC_034546.1,Tibrovirus
NC_034548.1,Ledantevirus
NC_034549.1,Tupavirus
NC_034550.1,Sripuvirus
NC_034551.1,Cytorhabdovirus
NC_034552.1,Orthohantavirus
NC_034553.1,Orthohantavirus
NC_034554.1,Orthonairovirus
NC_034555.1,Orthohantavirus
NC_034556.1,Orthohantavirus
NC_034557.1,Thottimvirus
NC_034558.1,Thottimvirus
NC_034559.1,Orthohantavirus
NC_034560.1,Orthohantavirus
NC_034561.1,Orthonairovirus
NC_034562.1,Orthonairovirus
NC_034563.1,Orthohantavirus
NC_034564.1,Thottimvirus
NC_034565.1,Orthohantavirus
NC_034566.1,Orthohantavirus
NC_034567.1,Avastrovirus
NC_034568.1,Unknown_genus
NC_034440.1,Unknown_genus
NC_034442.1,Pegivirus
NC_034443.1,Ledantevirus
NC_034444.1,Vesivirus
NC_034447.1,Hapavirus
NC_034448.1,Hapavirus
NC_034449.1,Hapavirus
NC_034450.1,Hapavirus
NC_034451.1,Ledantevirus
NC_034452.1,Picobirnavirus
NC_034453.1,Parechovirus
NC_034454.1,Ledantevirus
NC_034455.1,Etaarterivirus
NC_034457.1,Herbevirus
NC_034458.1,Herbevirus
NC_034459.1,Herbevirus
NC_034460.1,Herbevirus
NC_034461.1,Herbevirus
NC_034462.1,Orthophasmavirus
NC_034463.1,Orthophasmavirus
NC_034464.1,Mobatvirus
NC_034465.1,Mobatvirus
NC_034466.1,Orthohantavirus
NC_034467.1,Orthohantavirus
NC_034468.1,Herbevirus
NC_034469.1,Orthophasmavirus
NC_034470.1,Mobatvirus
NC_034473.1,Orthohantavirus
NC_034474.1,Orthohantavirus
NC_034475.1,Orthobunyavirus
NC_034476.1,Orthobunyavirus
NC_034477.1,Orthobunyavirus
NC_034478.1,Orthobunyavirus
NC_034479.1,Orthobunyavirus
NC_034480.1,Orthobunyavirus
NC_034481.1,Orthobunyavirus
NC_034482.1,Orthobunyavirus
NC_034483.1,Orthobunyavirus
NC_034484.1,Orthohantavirus
NC_034485.1,Orthohantavirus
NC_034486.1,Orthobunyavirus
NC_034487.1,Orthobunyavirus
NC_034488.1,Orthobunyavirus
NC_034489.1,Orthobunyavirus
NC_034490.1,Orthobunyavirus
NC_034491.1,Orthobunyavirus
NC_034492.1,Orthobunyavirus
NC_034493.1,Orthobunyavirus
NC_034494.1,Orthonairovirus
NC_034495.1,Orthobunyavirus
NC_034496.1,Orthobunyavirus
NC_034497.1,Orthobunyavirus
NC_034498.1,Orthobunyavirus
NC_034499.1,Orthobunyavirus
NC_034500.1,Orthobunyavirus
NC_034501.1,Orthobunyavirus
NC_034502.1,Orthonairovirus
NC_034503.1,Orthonairovirus
NC_034504.1,Orthobunyavirus
NC_034505.1,Orthobunyavirus
NC_034506.1,Orthobunyavirus
NC_034151.1,Flavivirus
NC_034384.1,Iflavirus
NC_034385.1,Cosavirus
NC_034386.1,Orthonairovirus
NC_034387.1,Orthonairovirus
NC_034388.1,Orthonairovirus
NC_034389.1,Orthonairovirus
NC_034390.1,Idaeovirus
NC_034391.1,Orthonairovirus
NC_034392.1,Orthonairovirus
NC_034393.1,Mobatvirus
NC_034394.1,Orthohantavirus
NC_034395.1,Orthohantavirus
NC_034396.1,Orthohantavirus
NC_034397.1,Orthohantavirus
NC_034398.1,Orthohantavirus
NC_034399.1,Orthohantavirus
NC_034400.1,Mobatvirus
NC_034401.1,Mobatvirus
NC_034402.1,Orthohantavirus
NC_034403.1,Orthohantavirus
NC_034404.1,Orthohantavirus
NC_034405.1,Orthohantavirus
NC_034406.1,Orthohantavirus
NC_034407.1,Orthohantavirus
NC_034408.1,Idaeovirus
NC_034381.1,Mischivirus
NC_034375.1,Potexvirus
NC_034376.1,Carlavirus
NC_034377.1,Wamavirus
NC_034273.1,Potyvirus
NC_034264.1,Vitivirus
NC_034268.1,Betachrysovirus
NC_034269.1,Betachrysovirus
NC_034270.1,Betachrysovirus
NC_034271.1,Betachrysovirus
NC_034267.1,Enterovirus
NC_034265.1,Polerovirus
NC_034240.1,Cytorhabdovirus
NC_034242.1,Flavivirus
NC_034243.1,Umbravirus
NC_034245.1,Aphthovirus
NC_034246.1,Polerovirus
NC_034247.1,Polerovirus
NC_034252.1,Badnavirus
NC_034254.1,Thogotovirus
NC_034255.1,Thogotovirus
NC_034256.1,Thogotovirus
NC_034257.1,Polymycovirus
NC_034258.1,Polymycovirus
NC_034259.1,Polymycovirus
NC_034260.1,Polymycovirus
NC_034261.1,Thogotovirus
NC_034262.1,Thogotovirus
NC_034263.1,Thogotovirus
NC_034216.1,Unknown_genus
NC_034217.1,Unknown_genus
NC_034222.1,Unknown_genus
NC_034223.1,Unknown_genus
NC_034224.1,Unknown_genus
NC_034225.1,Unknown_genus
NC_034204.1,Unknown_genus
NC_034205.1,Marafivirus
NC_034206.1,Kunsagivirus
NC_034207.1,Polerovirus
NC_034208.1,Potyvirus
NC_034214.1,Nepovirus
NC_034215.1,Nepovirus
NC_034155.1,Negevirus
NC_034158.1,Negevirus
NC_034159.1,Deltapartitivirus
NC_034162.1,Aquareovirus
NC_034163.1,Aquareovirus
NC_034164.1,Aquareovirus
NC_034165.1,Aquareovirus
NC_034166.1,Aquareovirus
NC_034167.1,Deltapartitivirus
NC_034168.1,Aquareovirus
NC_034169.1,Aquareovirus
NC_034170.1,Aquareovirus
NC_034171.1,Aquareovirus
NC_034172.1,Aquareovirus
NC_034173.1,Aquareovirus
NC_034007.1,Flavivirus
NC_034017.1,Unknown_genus
NC_034018.1,Flavivirus
NC_033792.1,Mamastrovirus
NC_033793.1,Megrivirus
NC_033815.1,Unknown_genus
NC_033816.1,Unknown_genus
NC_033818.1,Kunsagivirus
NC_033819.1,Crohivirus
NC_033820.1,Sapelovirus
NC_033821.1,Mamastrovirus
NC_033822.1,Unknown_genus
NC_033823.1,Iflavirus
NC_033824.1,Salisharnavirus
NC_033827.1,Unknown_genus
NC_033828.1,Marafivirus
NC_033830.1,Phlebovirus
NC_033831.1,Phlebovirus
NC_033832.1,Unknown_genus
NC_033833.1,Unknown_genus
NC_033834.1,Unknown_genus
NC_033835.1,Phlebovirus
NC_033836.1,Phlebovirus
NC_033837.1,Phlebovirus
NC_033838.1,Phlebovirus
NC_033839.1,Phlebovirus
NC_033840.1,Phlebovirus
NC_033841.1,Phlebovirus
NC_033842.1,Phlebovirus
NC_033843.1,Phlebovirus
NC_033844.1,Phlebovirus
NC_033845.1,Phlebovirus
NC_033846.1,Phlebovirus
NC_033847.1,Phlebovirus
NC_033848.1,Phlebovirus
NC_033849.1,Phlebovirus
NC_033850.1,Phlebovirus
NC_033851.1,Unknown_genus
NC_033852.1,Unknown_genus
NC_033776.1,Sapovirus
NC_033777.1,Pelarspovirus
NC_033782.1,Orbivirus
NC_033783.1,Orbivirus
NC_033784.1,Orbivirus
NC_033785.1,Orbivirus
NC_033786.1,Orbivirus
NC_033787.1,Orbivirus
NC_033788.1,Orbivirus
NC_033789.1,Orbivirus
NC_033790.1,Orbivirus
NC_033791.1,Orbivirus
NC_033619.1,Iflavirus
NC_033693.1,Flavivirus
NC_033694.1,Flavivirus
NC_033695.1,Enterovirus
NC_033696.1,Unknown_genus
NC_033697.1,Flavivirus
NC_033698.1,Flavivirus
NC_033699.1,Flavivirus
NC_033700.1,Infratovirus
NC_033701.1,Alphanemrhavirus
NC_033702.1,Unknown_genus
NC_033703.1,Unknown_genus
NC_033704.1,Mivirus
NC_033705.1,Alphanemrhavirus
NC_033706.1,Sobemovirus
NC_033707.1,Unknown_genus
NC_033708.1,Unknown_genus
NC_033709.1,Unknown_genus
NC_033710.1,Unknown_genus
NC_033711.1,Unknown_genus
NC_033712.1,Unknown_genus
NC_033713.1,Unknown_genus
NC_033714.1,Unknown_genus
NC_033715.1,Flavivirus
NC_033716.1,Unknown_genus
NC_033717.1,Unknown_genus
NC_033718.1,Unknown_genus
NC_033719.1,Unknown_genus
NC_033720.1,Unknown_genus
NC_033721.1,Flavivirus
NC_033722.1,Unknown_genus
NC_033723.1,Flavivirus
NC_033724.1,Flavivirus
NC_033725.1,Unknown_genus
NC_033726.1,Flavivirus
NC_033727.1,Unknown_genus
NC_033728.1,Unknown_genus
NC_033729.1,Penoulivirus
NC_033730.1,Unknown_genus
NC_033731.1,Unknown_genus
NC_033732.1,Unknown_genus
NC_033733.1,Unknown_genus
NC_033734.1,Unknown_genus
NC_033735.1,Unknown_genus
NC_033738.1,Badnavirus
NC_033739.1,Badnavirus
NC_033748.1,Unknown_genus
NC_033749.1,Unknown_genus
NC_033750.1,Unknown_genus
NC_033751.1,Unknown_genus
NC_033752.1,Unknown_genus
NC_033753.1,Yingvirus
NC_033754.1,Yingvirus
NC_033755.1,Unknown_genus
NC_033756.1,Unknown_genus
NC_033757.1,Unknown_genus
NC_033758.1,Unknown_genus
NC_033759.1,Hubavirus
NC_033760.1,Hubavirus
NC_033761.1,Hubavirus
NC_033762.1,Unknown_genus
NC_033763.1,Unknown_genus
NC_033764.1,Unknown_genus
NC_033765.1,Unknown_genus
NC_033766.1,Unknown_genus
NC_033767.1,Unknown_genus
NC_033768.1,Unknown_genus
NC_033769.1,Unknown_genus
NC_033770.1,Unknown_genus
NC_033771.1,Unknown_genus
NC_033772.1,Orthotospovirus
NC_033773.1,Orthotospovirus
NC_033774.1,Orthotospovirus
NC_033553.1,Zetaarterivirus
NC_033455.1,Unknown_genus
NC_033456.1,Unknown_genus
NC_033457.1,Unknown_genus
NC_033458.1,Unknown_genus
NC_033459.1,Unknown_genus
NC_033460.1,Unknown_genus
NC_033461.1,Unknown_genus
NC_033462.1,Unknown_genus
NC_033463.1,Unknown_genus
NC_033465.1,Unknown_genus
NC_033466.1,Unknown_genus
NC_033467.1,Unknown_genus
NC_033468.1,Unknown_genus
NC_033469.1,Unknown_genus
NC_033470.1,Unknown_genus
NC_033471.1,Unknown_genus
NC_033472.1,Unknown_genus
NC_033473.1,Unknown_genus
NC_033474.1,Unknown_genus
NC_033475.1,Unknown_genus
NC_033476.1,Unknown_genus
NC_033477.1,Unknown_genus
NC_033478.1,Unknown_genus
NC_033479.1,Unknown_genus
NC_033480.1,Unknown_genus
NC_033481.1,Unknown_genus
NC_033482.1,Unknown_genus
NC_033483.1,Unknown_genus
NC_033484.1,Yingvirus
NC_033485.1,Unknown_genus
NC_033486.1,Unknown_genus
NC_033487.1,Unknown_genus
NC_033488.1,Unknown_genus
NC_033489.1,Unknown_genus
NC_033490.1,Yingvirus
NC_033491.1,Unknown_genus
NC_033492.1,Nepovirus
NC_033493.1,Nepovirus
NC_033494.1,Unknown_genus
NC_033495.1,Unknown_genus
NC_033496.1,Unknown_genus
NC_033415.1,Unknown_genus
NC_033416.1,Unknown_genus
NC_033417.1,Unknown_genus
NC_033418.1,Unknown_genus
NC_033419.1,Unknown_genus
NC_033420.1,Unknown_genus
NC_033421.1,Unknown_genus
NC_033422.1,Unknown_genus
NC_033424.1,Unknown_genus
NC_033425.1,Unknown_genus
NC_033426.1,Unknown_genus
NC_033427.1,Unknown_genus
NC_033428.1,Unknown_genus
NC_033429.1,Unknown_genus
NC_033430.1,Unknown_genus
NC_033431.1,Unknown_genus
NC_033432.1,Unknown_genus
NC_033433.1,Unknown_genus
NC_033434.1,Unknown_genus
NC_033435.1,Unknown_genus
NC_033436.1,Arlivirus
NC_033437.1,Unknown_genus
NC_033438.1,Unknown_genus
NC_033439.1,Unknown_genus
NC_033440.1,Unknown_genus
NC_033441.1,Unknown_genus
NC_033442.1,Unknown_genus
NC_033443.1,Unknown_genus
NC_033444.1,Unknown_genus
NC_033445.1,Unknown_genus
NC_033446.1,Unknown_genus
NC_033447.1,Unknown_genus
NC_033448.1,Unknown_genus
NC_033449.1,Unknown_genus
NC_033450.1,Tapwovirus
NC_033451.1,Tapwovirus
NC_033452.1,Unknown_genus
NC_033453.1,Unknown_genus
NC_033454.1,Unknown_genus
NC_032726.1,Unknown_genus
NC_032727.1,Unknown_genus
NC_032728.1,Unknown_genus
NC_032729.1,Unknown_genus
NC_032730.1,Alphacoronavirus
NC_032731.1,Unknown_genus
NC_032732.1,Unknown_genus
NC_032733.1,Unknown_genus
NC_032734.1,Unknown_genus
NC_032735.1,Unknown_genus
NC_032736.1,Unknown_genus
NC_032737.1,Unknown_genus
NC_032738.1,Unknown_genus
NC_032739.1,Alphacrustrhavirus
NC_032740.1,Unknown_genus
NC_032741.1,Unknown_genus
NC_032742.1,Unknown_genus
NC_032743.1,Unknown_genus
NC_032744.1,Unknown_genus
NC_032745.1,Unknown_genus
NC_032746.1,Unknown_genus
NC_032747.1,Unknown_genus
NC_032748.1,Unknown_genus
NC_032749.1,Unknown_genus
NC_032750.1,Unknown_genus
NC_032751.1,Unknown_genus
NC_032752.1,Unknown_genus
NC_032753.1,Unknown_genus
NC_032754.1,Unknown_genus
NC_032755.1,Unknown_genus
NC_032756.1,Unknown_genus
NC_032757.1,Unknown_genus
NC_032758.1,Unknown_genus
NC_032759.1,Unknown_genus
NC_032760.1,Unknown_genus
NC_032761.1,Unknown_genus
NC_032762.1,Unknown_genus
NC_032763.1,Charybnivirus
NC_032764.1,Unknown_genus
NC_032765.1,Unknown_genus
NC_032766.1,Unknown_genus
NC_032767.1,Unknown_genus
NC_032768.1,Unknown_genus
NC_032769.1,Unknown_genus
NC_032770.1,Unknown_genus
NC_032771.1,Unknown_genus
NC_032772.1,Unknown_genus
NC_032773.1,Unknown_genus
NC_032774.1,Unknown_genus
NC_032775.1,Unknown_genus
NC_032776.1,Unknown_genus
NC_032777.1,Unknown_genus
NC_032778.1,Unknown_genus
NC_032779.1,Unknown_genus
NC_032780.1,Unknown_genus
NC_032781.1,Alphacrustrhavirus
NC_032782.1,Unknown_genus
NC_032783.1,Hubramonavirus
NC_032784.1,Unknown_genus
NC_032785.1,Unknown_genus
NC_032786.1,Unknown_genus
NC_032787.1,Unknown_genus
NC_032788.1,Unknown_genus
NC_032789.1,Unknown_genus
NC_032790.1,Unknown_genus
NC_032791.1,Unknown_genus
NC_032792.1,Unknown_genus
NC_032793.1,Crustavirus
NC_032794.1,Unknown_genus
NC_032795.1,Unknown_genus
NC_032796.1,Unknown_genus
NC_032797.1,Unknown_genus
NC_032798.1,Unknown_genus
NC_032799.1,Unknown_genus
NC_032800.1,Unknown_genus
NC_032801.1,Unknown_genus
NC_032802.1,Taceavirus
NC_032803.1,Unknown_genus
NC_032804.1,Unknown_genus
NC_032805.1,Unknown_genus
NC_032806.1,Unknown_genus
NC_032808.1,Unknown_genus
NC_032809.1,Unknown_genus
NC_032810.1,Unknown_genus
NC_032811.1,Unknown_genus
NC_032812.1,Unknown_genus
NC_032813.1,Unknown_genus
NC_032814.1,Unknown_genus
NC_032815.1,Unknown_genus
NC_032816.1,Unknown_genus
NC_032817.1,Unknown_genus
NC_032818.1,Unknown_genus
NC_032819.1,Unknown_genus
NC_032820.1,Unknown_genus
NC_032821.1,Unknown_genus
NC_032822.1,Unknown_genus
NC_032823.1,Unknown_genus
NC_032824.1,Unknown_genus
NC_032825.1,Unknown_genus
NC_032826.1,Unknown_genus
NC_032827.1,Unknown_genus
NC_032828.1,Unknown_genus
NC_032829.1,Unknown_genus
NC_032830.1,Unknown_genus
NC_032831.1,Unknown_genus
NC_032832.1,Unknown_genus
NC_032833.1,Unknown_genus
NC_032834.1,Unknown_genus
NC_032835.1,Unknown_genus
NC_032836.1,Unknown_genus
NC_032837.1,Unknown_genus
NC_032838.1,Unknown_genus
NC_032839.1,Unknown_genus
NC_032840.1,Unknown_genus
NC_032841.1,Unknown_genus
NC_032842.1,Unknown_genus
NC_032843.1,Unknown_genus
NC_032844.1,Unknown_genus
NC_032845.1,Unknown_genus
NC_032846.1,Unknown_genus
NC_032847.1,Unknown_genus
NC_032848.1,Unknown_genus
NC_032849.1,Anphevirus
NC_032850.1,Unknown_genus
NC_032851.1,Unknown_genus
NC_032852.1,Unknown_genus
NC_032853.1,Unknown_genus
NC_032854.1,Unknown_genus
NC_032855.1,Unknown_genus
NC_032856.1,Unknown_genus
NC_032857.1,Unknown_genus
NC_032858.1,Unknown_genus
NC_032859.1,Unknown_genus
NC_032860.1,Unknown_genus
NC_032861.1,Unknown_genus
NC_032862.1,Unknown_genus
NC_032863.1,Unknown_genus
NC_032864.1,Unknown_genus
NC_032865.1,Unknown_genus
NC_032866.1,Unknown_genus
NC_032867.1,Unknown_genus
NC_032868.1,Unknown_genus
NC_032869.1,Unknown_genus
NC_032870.1,Unknown_genus
NC_032871.1,Unknown_genus
NC_032872.1,Unknown_genus
NC_032873.1,Unknown_genus
NC_032874.1,Unknown_genus
NC_032875.1,Unknown_genus
NC_032876.1,Unknown_genus
NC_032877.1,Unknown_genus
NC_032878.1,Unknown_genus
NC_032879.1,Unknown_genus
NC_032880.1,Unknown_genus
NC_032881.1,Unknown_genus
NC_032882.1,Unknown_genus
NC_032883.1,Unknown_genus
NC_032884.1,Unknown_genus
NC_032885.1,Unknown_genus
NC_032886.1,Unknown_genus
NC_032887.1,Unknown_genus
NC_032888.1,Unknown_genus
NC_032889.1,Unknown_genus
NC_032890.1,Unknown_genus
NC_032891.1,Unknown_genus
NC_032892.1,Unknown_genus
NC_032893.1,Unknown_genus
NC_032894.1,Unknown_genus
NC_032895.1,Unknown_genus
NC_032896.1,Unknown_genus
NC_032897.1,Unknown_genus
NC_032898.1,Unknown_genus
NC_032899.1,Unknown_genus
NC_032900.1,Unknown_genus
NC_032901.1,Unknown_genus
NC_032902.1,Unknown_genus
NC_032903.1,Unknown_genus
NC_032904.1,Unknown_genus
NC_032905.1,Unknown_genus
NC_032906.1,Unknown_genus
NC_032907.1,Alphapaprhavirus
NC_032908.1,Unknown_genus
NC_032909.1,Unknown_genus
NC_032910.1,Unknown_genus
NC_032911.1,Unknown_genus
NC_032912.1,Unknown_genus
NC_032913.1,Unknown_genus
NC_032914.1,Unknown_genus
NC_032915.1,Unknown_genus
NC_032916.1,Unknown_genus
NC_032917.1,Unknown_genus
NC_032918.1,Unknown_genus
NC_032919.1,Unknown_genus
NC_032920.1,Unknown_genus
NC_032921.1,Unknown_genus
NC_032922.1,Ollusvirus
NC_032923.1,Unknown_genus
NC_032924.1,Unknown_genus
NC_032925.1,Unknown_genus
NC_032926.1,Unknown_genus
NC_032927.1,Unknown_genus
NC_032928.1,Unknown_genus
NC_032929.1,Arlivirus
NC_032930.1,Unknown_genus
NC_032931.1,Unknown_genus
NC_032932.1,Unknown_genus
NC_032933.1,Unknown_genus
NC_032934.1,Unknown_genus
NC_032935.1,Unknown_genus
NC_032936.1,Unknown_genus
NC_032937.1,Unknown_genus
NC_032938.1,Unknown_genus
NC_032939.1,Unknown_genus
NC_032940.1,Unknown_genus
NC_032941.1,Unknown_genus
NC_032942.1,Unknown_genus
NC_032943.1,Unknown_genus
NC_032944.1,Arlivirus
NC_032945.1,Unknown_genus
NC_032946.1,Unknown_genus
NC_032947.1,Unknown_genus
NC_032948.1,Unknown_genus
NC_032949.1,Unknown_genus
NC_032950.1,Unknown_genus
NC_032951.1,Unknown_genus
NC_032952.1,Unknown_genus
NC_032953.1,Unknown_genus
NC_032954.1,Unknown_genus
NC_032955.1,Unknown_genus
NC_032956.1,Odonatavirus
NC_032957.1,Unknown_genus
NC_032958.1,Unknown_genus
NC_032959.1,Unknown_genus
NC_032960.1,Unknown_genus
NC_032961.1,Unknown_genus
