"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"11970","NC_078004.1","RNA","ssRNA(-)","Northway virus","Orthobunyavirus bunyamweraense","Orthobunyavirus","Peribunyaviridae",951
"11971","NC_071049.1","DNA","dsDNA","Bacillus phage vB_BcoS-136","Bacillus phage vB_BcoS-136","Unknown","Unknown",160590
"11972","NC_028121.1","DNA","dsDNA","bat polyomavirus 2b","Betapolyomavirus pteparnellii","Betapolyomavirus","Polyomaviridae",5041
"11973","NC_049511.1","DNA","dsDNA","Acinetobacter phage AM101","Lazarusvirus am101","Lazarusvirus","Straboviridae",166487
"11974","NC_024075.1","RNA","ssRNA(-)","Cat Que virus","Orthobunyavirus catqueense","Orthobunyavirus","Peribunyaviridae",983
"11975","NC_013229.1","RNA","dsRNA","Mammalian orthoreovirus 3","Mammalian orthoreovirus","Orthoreovirus","Spinareoviridae",3888
"11976","NC_006579.1","RNA","ssRNA(-)","Pneumonia virus of mice J3666","Orthopneumovirus muris","Orthopneumovirus","Pneumoviridae",14885
"11977","NC_074200.1","RNA","RNA","ssRNA phage SRR6960509_3","Pahdacivirus asiadaptatum","Pahdacivirus","Blumeviridae",3915
"11978","NC_038347.1","DNA","ssDNA(-)","Torque teno mini virus 12","Betatorquevirus homini12","Betatorquevirus","Anelloviridae",2912
"11979","NC_038755.1","RNA","ssRNA(-)","Coffee ringspot virus","Dichorhavirus coffeae","Dichorhavirus","Rhabdoviridae",5945
"11980","NC_032951.1","RNA","RNA","Beihai tombus-like virus 8","Beihai tombus-like virus 8","Unknown","Unknown",3343
"11981","NC_078940.1","RNA","RNA","Ceraphron bunya-like virus","Ceraphron bunya-like virus","Unknown","Unknown",3589
"11982","NC_076457.1","RNA","ssRNA(-)","Plasmopara viticola lesion associated mymonavirus 1","Sclerotimonavirus alphaplasmoparae","Sclerotimonavirus","Mymonaviridae",7496
"11983","NC_043595.1","RNA","ssRNA(-)","Utinga virus","Orthobunyavirus utingaense","Orthobunyavirus","Peribunyaviridae",4449
"11984","NC_032857.1","RNA","RNA","Shahe picorna-like virus 12","Shahe picorna-like virus 12","Unknown","Unknown",7849
"11985","NC_023034.1","DNA","ssDNA(+/-)","Tomato leaf curl Gandhinagar virus","Tomato leaf curl Gandhinagar virus","Begomovirus","Geminiviridae",2760
"11986","NC_023556.1","DNA","dsDNA","Achromobacter phage JWAlpha","Jwalphavirus jwalpha","Jwalphavirus","Schitoviridae",72329
"11987","NC_043455.1","DNA","dsDNA","Diachasmimorpha longicaudata entomopoxvirus","Diachasmimorpha entomopoxvirus","Unknown","Poxviridae",1340
"11988","NC_003548.1","RNA","ssRNA(+)","Citrus leaf rugose virus","Citrus leaf rugose virus","Ilarvirus","Bromoviridae",3404
"11989","NC_041883.1","DNA","dsDNA","Gordonia phage Attis","Attisvirus attis","Attisvirus","Unknown",47881
"11990","NC_032896.1","RNA","RNA","Hubei hepe-like virus 2","Hubei hepe-like virus 2","Unknown","Unknown",5933
"11991","NC_048643.1","DNA","dsDNA","Clostridium phage CDKM15","Colneyvirus CDKM15","Colneyvirus","Unknown",50605
"11992","NC_023864.1","DNA","ssDNA(+/-)","Axonopus compressus streak virus","Axonopus compressus streak virus","Mastrevirus","Geminiviridae",2858
"11993","NC_043367.1","RNA","dsRNA","Diadromus pulchellus idnoreovirus 1","Idnoreovirus 1","Idnoreovirus","Spinareoviridae",1318
"11994","NC_029570.1","RNA","ssRNA(-)","Emaravirus tritici","Emaravirus tritici","Emaravirus","Fimoviridae",6981
"11995","NC_036477.1","RNA","dsRNA","Piscine orthoreovirus","Piscine orthoreovirus","Orthoreovirus","Spinareoviridae",3916
"11996","NC_044937.1","DNA","dsDNA","Paramecium bursaria Chlorella virus CVA-1","Paramecium bursaria Chlorella virus A1","Chlorovirus","Phycodnaviridae",326592
"11997","NC_014901.1","DNA","dsDNA","Mycobacterium phage Wee","Mycobacterium virus Wee","Cheoctovirus","Unknown",59230
"11998","NC_042324.1","DNA","dsDNA","Mycobacterium phage Museum","Fromanvirus museum","Fromanvirus","Unknown",51426
"11999","NC_047885.1","DNA","dsDNA","Escherichia phage chee24","Tequintavirus chee24","Tequintavirus","Demerecviridae",120622
"12000","NC_003700.1","RNA","dsRNA","Eyach virus","Eyach coltivirus","Coltivirus","Spinareoviridae",2398
"12001","NC_043534.1","DNA","dsDNA-RT","Cacao swollen shoot Ghana M virus","Badnavirus gammainflatheobromae","Badnavirus","Caulimoviridae",7009
"12002","NC_078577.1","RNA","RNA","Hadaka virus 1","Hadakavirus nanga","Hadakavirus","Hadakaviridae",1140
"12003","NC_015631.1","DNA","ssDNA","Verbesina encelioides leaf curl alphasatellite","Verbesina encelioides leaf curl alphasatellite","Unknown","Alphasatellitidae",1395
"12004","NC_008973.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",4180
"12005","NC_043331.1","DNA","dsDNA","Bracoviriform facetosae","Bracoviriform facetosae","Bracoviriform","Polydnaviriformidae",28551
"12006","NC_001441.1","RNA","ssRNA(+)","Narcissus mosaic virus","Narcissus mosaic virus","Potexvirus","Alphaflexiviridae",6955
"12007","NC_049460.1","DNA","dsDNA","Salmonella phage SI7","Irrigatiovirus SI7","Irrigatiovirus","Peduoviridae",30164
"12008","NC_002561.1","RNA","dsRNA","Trichoplusia ni cypovirus 15","Cypovirus 15","Cypovirus","Spinareoviridae",1859
"12009","NC_027138.1","RNA","dsRNA","Sclerotinia sclerotiorum botybirnavirus 1","Sclerotinia sclerotiorum botybirnavirus 1","Botybirnavirus","Unknown",6457
"12010","NC_008988.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",5070
"12011","NC_035458.1","RNA","ssRNA(+)","Wild melon vein banding virus","Wild melon vein banding virus","Potyvirus","Potyviridae",10152
"12012","NC_033157.1","RNA","RNA","Hubei picorna-like virus 58","Hubei picorna-like virus 58","Unknown","Unknown",9145
"12013","NC_062746.1","DNA","dsDNA","Polaribacter phage Freya_1","Freyavirus freya","Freyavirus","Forsetiviridae",43978
"12014","NC_043609.1","RNA","ssRNA(+/-)","Guertu virus","Bandavirus guertuense","Bandavirus","Phenuiviridae",3371
"12015","NC_040760.1","RNA","ssRNA(+)","Wheat stripe mosaic virus","Wheat stripe mosaic virus","Unknown","Benyviridae",6597
"12016","NC_025479.2","RNA","ssRNA(+)","Carrot torradovirus 1","Torradovirus carotae","Torradovirus","Secoviridae",6944
"12017","NC_070930.1","DNA","dsDNA","Streptococcus phage IPP66","Paclarkvirus IPP66","Paclarkvirus","Unknown",37969
"12018","NC_031258.1","DNA","dsDNA","Salmonella phage BP12A","Berlinvirus BP12A","Berlinvirus","Autographiviridae",39696
"12019","NC_004614.1","DNA","ssDNA(+/-)","Tomato leaf curl Bangladesh virus","Tomato leaf curl Bangladesh virus","Begomovirus","Geminiviridae",2761
"12020","NC_024376.1","RNA","ssRNA(-)","Sierra Nevada virus","Nyavirus sierranevadaense","Nyavirus","Nyamiviridae",11840
"12021","NC_005281.1","RNA","ssRNA(+)","Heterosigma akashiwo RNA virus","Heterosigma akashiwo RNA virus","Marnavirus","Marnaviridae",8587
"12022","NC_029076.1","RNA","ssRNA(+)","Iris severe mosaic virus","Iris severe mosaic virus","Potyvirus","Potyviridae",10423
"12023","NC_002562.1","RNA","dsRNA","Trichoplusia ni cypovirus 15","Cypovirus 15","Cypovirus","Spinareoviridae",1776
"12024","NC_055052.1","DNA","ssDNA(+)","Ralstonia phage RSIBR3","Habenivirus RS551","Habenivirus","Inoviridae",6945
"12025","NC_055601.1","RNA","ssRNA(+)","Begonia flower breaking virus","Begonia flower breaking virus","Potyvirus","Potyviridae",9540
"12026","NC_029115.1","DNA","DNA","Ctenophore-associated circular genome 4","Ctenophore-associated circular genome 4","Unknown","Unknown",1210
"12027","NC_073979.1","RNA","ssRNA(+)","ssRNA phage SRR6960799_12","Kihryuvirus limihabitans","Kihryuvirus","Fiersviridae",3908
"12028","NC_055566.1","DNA","ssDNA","Parsley severe stunt alphasatellite 4","Parsley severe stunt alphasatellite 4","Mivedwarsatellite","Alphasatellitidae",990
"12029","NC_077170.1","RNA","ssRNA(+)","Erysiphe necator associated ourmia-like virus 21","Erysiphe necator associated ourmia-like virus 21","Ourmiavirus","Botourmiaviridae",2680
"12030","NC_041868.1","DNA","dsDNA","Paracoccus phage Shpa","Vhulanivirus Shpa","Vhulanivirus","Unknown",38261
"12031","NC_074335.1","RNA","RNA","ssRNA phage Gerhypos.2_31","Gredihovirus solivivens","Gredihovirus","Steitzviridae",4022
"12032","NC_078359.1","RNA","ssRNA(-)","Parry's Creek phasivirus 1","Phasivirus parryense","Phasivirus","Phenuiviridae",3720
"12033","NC_078461.1","RNA","RNA","Heterobasidion RNA virus 6","Heterobasidion orthocurvulavirus","Orthocurvulavirus","Curvulaviridae",1859
"12034","NC_055161.1","RNA","ssRNA(+)","Aimelvirus 1","Ailurivirus A","Ailurivirus","Picornaviridae",8029
"12035","NC_076893.1","DNA","ssDNA","Giardia-associated CRESS DNA virus 2","Giardia-associated CRESS DNA virus 2","Unknown","Unknown",1938
"12036","NC_009760.1","DNA","dsDNA","Bacillus phage 0305phi8-36","Bacillus phage 0305phi8-36","Unknown","Unknown",218948
"12037","NC_034268.1","RNA","dsRNA","Botryosphaeria dothidea chrysovirus 1","Betachrysovirus botryosphaeriae","Betachrysovirus","Chrysoviridae",3528
"12038","NC_011105.1","DNA","dsDNA","Pseudomonas phage PT5","Phikmvvirus PT5","Phikmvvirus","Autographiviridae",42954
"12039","NC_032580.1","RNA","RNA","Beihai picorna-like virus 84","Beihai picorna-like virus 84","Unknown","Unknown",8143
"12040","NC_016447.1","DNA","dsDNA","Aotine betaherpesvirus 1","Cytomegalovirus aotinebeta1","Cytomegalovirus","Orthoherpesviridae",219474
"12041","NC_074324.1","RNA","RNA","ssRNA phage Gerhypos.1_1","Gredihovirus pedadaptatum","Gredihovirus","Steitzviridae",4694
"12042","NC_023158.1","DNA","ssDNA(+)","Pea necrotic yellow dwarf virus","Pea necrotic yellow dwarf virus","Nanovirus","Nanoviridae",988
"12043","NC_033786.1","RNA","dsRNA","Orbivirus SX-2017a","Orbivirus SX-2017a","Orbivirus","Sedoreoviridae",1775
"12044","NC_043336.1","DNA","dsDNA","Bracoviriform indiense","Bracoviriform indiense","Bracoviriform","Polydnaviriformidae",12911
"12045","NC_076565.1","RNA","ssRNA(+)","Paslahepevirus balayani","Paslahepevirus balayani","Paslahepevirus","Hepeviridae",7002
"12046","NC_048111.1","DNA","dsDNA","Pectobacterium phage Arno160","Wanjuvirus arno160","Wanjuvirus","Autographiviridae",41823
"12047","NC_074526.1","RNA","RNA","ssRNA phage Gerhypos.1_8","Weheuvirus geovivens","Weheuvirus","Steitzviridae",4421
"12048","NC_030476.1","DNA","ssDNA(+)","Chimpanzee faeces associated microphage 2","Chimpanzee faeces associated microphage 2","Unknown","Microviridae",5184
"12049","NC_021071.1","DNA","dsDNA","Cyanophage P-RSM1","Emcearvirus gerard","Emcearvirus","Kyanoviridae",177211
"12050","NC_031253.1","DNA","dsDNA","Mycobacterium phage Bipper","Bippervirus bipper","Bippervirus","Unknown",77832
"12051","NC_071072.1","DNA","dsDNA","Streptococcus phage CHPC952","Streptococcus phage CHPC952","Unknown","Unknown",36775
"12052","NC_053514.1","DNA","dsDNA","Mycobacterium phage Estes","Reyvirus estes","Reyvirus","Vilmaviridae",83601
"12053","NC_036602.1","RNA","ssRNA(-)","Tenuivirus oryzalbae","Tenuivirus oryzalbae","Tenuivirus","Phenuiviridae",2299
"12054","NC_007546.1","RNA","dsRNA","Rotavirus C","Rotavirus C","Rotavirus","Sedoreoviridae",2736
"12055","NC_047949.1","DNA","dsDNA","Aeromonas phage AhSzq-1","Shenzhenvirus AhSzq1","Shenzhenvirus","Demerecviridae",112558
"12056","NC_024138.1","DNA","dsDNA","Mycobacterium phage MosMoris","Marvinvirus mosmoris","Marvinvirus","Unknown",65243
"12057","NC_073941.1","RNA","ssRNA(+)","ssRNA phage AVE017","Emesvirus piscicola","Emesvirus","Fiersviridae",3483
"12058","NC_025840.1","RNA","dsRNA","Dendrolimus punctatus cypovirus 22","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae",1160
"12059","NC_018459.1","RNA","ssRNA(-)","Aino virus","Orthobunyavirus ainoense","Orthobunyavirus","Peribunyaviridae",4335
"12060","NC_023612.1","DNA","dsDNA","Geobacillus phage GBK2","Geobacillus phage GBK2","Unknown","Unknown",39078
"12061","NC_003763.1","RNA","dsRNA","Rice dwarf virus","Rice dwarf virus","Phytoreovirus","Sedoreoviridae",1579
"12062","NC_054726.1","DNA","dsDNA","Gordonia phage Stormageddon","Stormageddonvirus Stormageddon","Stormageddonvirus","Unknown",136319
"12063","NC_040184.1","DNA","ssDNA(+/-)","Cnidoscolus mosaic leaf deformation virus","Cnidoscolus mosaic leaf deformation virus","Begomovirus","Geminiviridae",2613
"12064","NC_016762.1","DNA","dsDNA","Pseudomonas phage phi297","Pseudomonas phage phi297","Unknown","Unknown",49135
"12065","NC_030792.1","DNA","dsDNA","Equine adenovirus 1","Equine mastadenovirus A","Mastadenovirus","Adenoviridae",32690
"12066","NC_007158.1","RNA","dsRNA","Fiji disease virus","Fiji disease virus","Fijivirus","Spinareoviridae",3623
"12067","NC_026251.1","DNA","ssDNA(+/-)","Sesavirus CSL10538","Sesavirus CSL10538","Unknown","Parvoviridae",5049
"12068","NC_074641.1","DNA","dsDNA","Methanocaldococcus fervens tailed virus 1","Methanocaldococcus fervens tailed virus 1","Unknown","Unknown",31202
"12069","NC_076463.1","DNA","ssDNA(+/-)","Elk circovirus Banff/2019","Elk circovirus Banff/2019","Unknown","Circoviridae",1787
"12070","NC_029043.2","DNA","dsDNA","Mycobacterium phage SweetiePie","Mycobacterium phage SweetiePie","Turbidovirus","Unknown",53184
"12071","NC_078916.1","RNA","ssRNA(-)","Okola virus","Okola virus","Unknown","Peribunyaviridae",855
"12072","NC_078333.1","RNA","ssRNA(-)","Coleopteran phasma-related virus OKIAV235","Orthophasmavirus coleopterus","Orthophasmavirus","Phasmaviridae",1708
"12073","NC_009603.1","DNA","dsDNA","Microbacterium phage Min1","Minunavirus Min1","Minunavirus","Unknown",46365
"12074","NC_025467.1","DNA","dsDNA","Enterococcus phage vB_Efae230P-4","Copernicusvirus Efae230P4","Copernicusvirus","Rountreeviridae",17972
"12075","NC_038767.1","RNA","ssRNA(+)","Mulberry mosaic leaf roll associated virus","Nepovirus mori","Nepovirus","Secoviridae",7183
"12076","NC_078112.1","RNA","dsRNA","Reptilian orthoreovirus","Reptilian orthoreovirus","Orthoreovirus","Spinareoviridae",2435
"12077","NC_074418.1","RNA","RNA","ssRNA phage SRR5467090_7","Limaivirus borborohabitans","Limaivirus","Steitzviridae",4794
"12078","NC_076932.1","RNA","ssRNA(-)","Sandjimba virus","Sunrhavirus sandjimba","Sunrhavirus","Rhabdoviridae",10951
"12079","NC_076459.1","RNA","ssRNA(-)","Plasmopara viticola lesion associated mononegaambi virus 8","Plasmopamonavirus plasmoparae","Plasmopamonavirus","Mymonaviridae",6162
"12080","NC_003759.1","RNA","dsRNA","Rice ragged stunt virus","Rice ragged stunt virus","Oryzavirus","Spinareoviridae",2682
"12081","NC_002214.1","DNA","dsDNA","Streptococcus phage Sfi11","Brussowvirus Sfi11","Brussowvirus","Aliceevansviridae",39807
"12082","NC_031909.1","DNA","dsDNA","Campylobacter phage PC14","Fletchervirus NCTC12673","Fletchervirus","Unknown",134927
"12083","NC_023878.1","DNA","ssDNA(+/-)","Porcine stool-associated circular virus 5","Porcine stool-associated circular virus 5","Unknown","Circoviridae",3062
"12084","NC_031103.1","DNA","dsDNA","Escherichia phage vB_EcoM-UFV13","Tequatrovirus ecomufv133","Tequatrovirus","Straboviridae",165772
"12085","NC_015124.1","DNA","ssDNA(+/-)","Tomato leaf curl Hanoi virus","Tomato leaf curl Hanoi virus","Begomovirus","Geminiviridae",2740
"12086","NC_049490.1","DNA","dsDNA","Acinetobacter phage vB_AbaM_Berthold","Lazarusvirus berthold","Lazarusvirus","Straboviridae",165927
"12087","NC_078100.1","RNA","ssRNA(+/-)","Pacific coast tick phlebovirus","Pacific coast tick phlebovirus","Phlebovirus","Phenuiviridae",6553
"12088","NC_028690.1","DNA","dsDNA","Mycobacterium phage Eremos","Pegunavirus suffolk","Pegunavirus","Unknown",68472
"12089","NC_070714.1","DNA","dsDNA","Streptococcus phage SW1","Streptococcus phage SW1","Moineauvirus","Aliceevansviridae",34821
"12090","NC_077154.1","RNA","ssRNA(-)","Porcine ephemerovirus 2","Porcine ephemerovirus 2","Ephemerovirus","Rhabdoviridae",14360
"12091","NC_043451.1","RNA","ssRNA(+/-)","Severe fever with thrombocytopenia syndrome virus","Bandavirus dabieense","Bandavirus","Phenuiviridae",3336
"12092","NC_024443.1","DNA","dsDNA-RT","Roundleaf bat hepatitis B virus","Roundleaf bat hepatitis B virus","Orthohepadnavirus","Hepadnaviridae",3368
"12093","NC_024116.1","DNA","ssDNA(+/-)","Tomato leaf curl Barka virus","Tomato leaf curl Barka virus","Begomovirus","Geminiviridae",2753
"12094","NC_014322.1","DNA","dsDNA","Hyperthermophilic Archaeal Virus 1","Hyperthermophilic Archaeal Virus 1","Unknown","Unknown",22743
"12095","NC_027712.1","RNA","ssRNA(+)","Tobacco virus 1","Tobacco virus 1","Closterovirus","Closteroviridae",15395
"12096","NC_073318.1","DNA","dsDNA","Escherichia phage NTEC3","Escherichia phage NTEC3","Kagunavirus","Unknown",44240
"12097","NC_041978.1","DNA","dsDNA","Erwinia phage vB_Eam-MM7","Kolesnikvirus M7","Kolesnikvirus","Unknown",84694
"12098","NC_030157.1","RNA","dsRNA","Sclerotinia sclerotiorum mycoreovirus 4","Sclerotinia sclerotiorum mycoreovirus 4","Mycoreovirus","Spinareoviridae",1000
"12099","NC_048149.1","DNA","dsDNA","Salmonella phage 1-23","Epseptimavirus ev123","Epseptimavirus","Demerecviridae",112496
"12100","NC_078696.1","RNA","ssRNA(+/-)","Bitu virus","Mammarenavirus bituense","Mammarenavirus","Arenaviridae",3374
"12101","NC_004775.2","DNA","dsDNA","Salmonella phage epsilon15","Uetakevirus epsilon15","Uetakevirus","Unknown",39672
"12102","NC_043232.1","RNA","ssRNA(+)","Thosea asigna virus","Thosea asigna virus","Alphapermutotetravirus","Permutotetraviridae",3858
"12103","NC_041867.1","DNA","dsDNA","Paenibacillus phage Willow","Fernvirus fern","Fernvirus","Unknown",37994
"12104","NC_027547.1","RNA","dsRNA","Wad Medani virus","Wad Medani virus","Orbivirus","Sedoreoviridae",729
"12105","NC_033211.1","RNA","RNA","Hubei virga-like virus 15","Hubei virga-like virus 15","Unknown","Unknown",10423
"12106","NC_073058.1","DNA","dsDNA","Escherichia phage vB_EcoS_WFI","Escherichia phage vB_EcoS_WFI","Dhillonvirus","Unknown",45536
"12107","NC_003680.1","RNA","ssRNA(+)","Barley yellow dwarf virus MAV","Luteovirus mavhordei","Luteovirus","Tombusviridae",5273
"12108","NC_076216.1","RNA","ssRNA(-)","Wenling fish chu-like virus","Piscichuvirus wenlingense","Piscichuvirus","Chuviridae",10385
"12109","NC_042013.1","DNA","dsDNA","Agrobacterium phage Atu_ph07","Polybotosvirus Atuph07","Polybotosvirus","Unknown",490380
"12110","NC_079002.1","RNA","ssRNA(-)","Songling virus","Songling virus","Orthonairovirus","Nairoviridae",1881
"12111","NC_032199.1","RNA","RNA","Hubei sobemo-like virus 10","Hubei sobemo-like virus 10","Unknown","Unknown",2850
"12112","NC_029554.1","RNA","ssRNA(-)","Emaravirus tritici","Emaravirus tritici","Emaravirus","Fimoviridae",1434
"12113","NC_002564.1","RNA","dsRNA","Trichoplusia ni cypovirus 15","Cypovirus 15","Cypovirus","Spinareoviridae",1157
"12114","NC_022744.1","DNA","dsDNA","Erwinia phage FE44","Berlinvirus FE44","Berlinvirus","Autographiviridae",39860
"12115","NC_014529.1","RNA","dsRNA","Great Island virus","Great Island virus","Orbivirus","Sedoreoviridae",1172
"12116","NC_009643.1","DNA","dsDNA","Actinomyces phage Av-1","Dybvigvirus Av1","Dybvigvirus","Unknown",17171
"12117","NC_067209.1","DNA","dsDNA","uncultured phage cr61_1","Bohxovirus oralis","Bohxovirus","Suoliviridae",98573
"12118","NC_027629.1","DNA","dsDNA","Propionibacterium phage Attacne","Pahexavirus attacne","Pahexavirus","Unknown",28876
"12119","NC_019927.1","DNA","dsDNA","Cronobacter phage ENT47670","Cronobacter phage ENT47670","Unknown","Unknown",47611
"12120","NC_035221.1","RNA","ssRNA(+)","Squash chlorotic leaf spot virus","Torradovirus cucurbitae","Torradovirus","Secoviridae",7045
"12121","NC_078351.1","RNA","ssRNA(+/-)","Bogoria virus","Phlebovirus bogoriaense","Phlebovirus","Phenuiviridae",1715
"12122","NC_023628.1","RNA","ssRNA(+)","Narcissus late season yellows virus","Narcissus late season yellows virus","Potyvirus","Potyviridae",9687
"12123","NC_070954.1","DNA","dsDNA","Burkholderia phage Magia","Burkholderia phage Magia","Unknown","Unknown",44942
"12124","NC_043206.1","RNA","ssRNA(+)","Tobacco mottle virus","Umbravirus maculae","Umbravirus","Tombusviridae",2159
"12125","NC_009559.1","DNA","ssDNA","Erectites yellow mosaic virus satellite DNA beta","Erectites yellow mosaic virus satellite DNA beta","Betasatellite","Tolecusatellitidae",1342
"12126","NC_055222.1","RNA","dsRNA","Fusarium graminearum dsRNA mycovirus 2","Betachrysovirus fugramineari","Betachrysovirus","Chrysoviridae",2414
"12127","NC_055847.1","DNA","dsDNA","Vibrio phage River4","Thalassavirus river4","Thalassavirus","Demerecviridae",128425
"12128","NC_001508.1","DNA","ssDNA(+/-)","Tomato golden mosaic virus","Tomato golden mosaic virus","Begomovirus","Geminiviridae",2508
"12129","NC_048046.1","DNA","dsDNA","Caulobacter phage CcrPW","Colossusvirus PW","Colossusvirus","Unknown",308141
"12130","NC_054721.1","DNA","dsDNA","Mycobacterium phage Quasimodo","Bixzunavirus quasimodo","Bixzunavirus","Unknown",156354
"12131","NC_035198.1","RNA","ssRNA(+)","Aimelvirus 2","Aimelvirus 2","Unknown","Picornaviridae",8080
"12132","NC_010106.1","DNA","dsDNA","Escherichia phage phiEcoM-GJ1","Carltongylesvirus GJ1","Carltongylesvirus","Chaseviridae",52975
"12133","NC_033723.1","RNA","ssRNA(+)","Gadgets Gully virus","Orthoflavivirus gadgetsense","Orthoflavivirus","Flaviviridae",10251
"12134","NC_034535.1","RNA","ssRNA(-)","Barur virus","Ledantevirus barur","Ledantevirus","Rhabdoviridae",10853
"12135","NC_001678.1","DNA","dsDNA","Alphapapillomavirus 12","Alphapapillomavirus 12","Alphapapillomavirus","Papillomaviridae",8028
"12136","NC_074534.1","RNA","RNA","ssRNA phage Esthiorhiza.3_6","Weheuvirus solivicinum","Weheuvirus","Steitzviridae",4219
"12137","NC_070981.1","DNA","dsDNA","Escherichia phage EK010","Escherichia phage EK010","Kuravirus","Unknown",78078
"12138","NC_040649.1","RNA","ssRNA(+)","Sclerotinia sclerotiorum deltaflexivirus 2","Sclerotinia sclerotiorum deltaflexivirus 2","Deltaflexivirus","Deltaflexiviridae",6735
"12139","NC_040409.1","RNA","dsRNA","Bat rotavirus","Bat rotavirus","Rotavirus","Sedoreoviridae",2331
"12140","NC_070854.1","DNA","dsDNA","Rhizobium phage RHph_Y2_6","Rhizobium phage RHph_Y2_6","Unknown","Schitoviridae",78314
"12141","NC_034979.1","RNA","ssRNA(-)","Emaravirus rosae","Emaravirus rosae","Emaravirus","Fimoviridae",1665
"12142","NC_023868.1","DNA","ssDNA(+/-)","Dragonfly associated cyclovirus 3","Cyclovirus tonbo","Cyclovirus","Circoviridae",1711
"12143","NC_031319.1","RNA","ssRNA(-)","Phasivirus wutaiense","Phasivirus wutaiense","Phasivirus","Phenuiviridae",1454
"12144","NC_026167.1","DNA","ssDNA","Sewage-associated gemycircularvirus 2","Gemykibivirus sewopo2","Gemykibivirus","Genomoviridae",2193
"12145","NC_014074.1","DNA","ssDNA(-)","Torque teno virus 27","Torque teno virus 27","Alphatorquevirus","Anelloviridae",3729
"12146","NC_042139.2","DNA","dsDNA","Corynebacterium phage Poushou","Poushouvirus Poushou","Poushouvirus","Unknown",40353
"12147","NC_038428.1","RNA","ssRNA(+)","Hepacivirus rhabdomysis","Hepacivirus rhabdomysis","Hepacivirus","Flaviviridae",8883
"12148","NC_040608.1","RNA","dsRNA","Pythium polare RNA virus 1","Pythium polare RNA virus 1","Unknown","Totiviridae",5397
"12149","NC_034007.1","RNA","ssRNA(+)","Phnom Penh bat virus","Orthoflavivirus phnompenhense","Orthoflavivirus","Flaviviridae",10131
"12150","NC_003661.1","RNA","dsRNA","Nilaparvata lugens reovirus","Nilaparvata lugens reovirus","Fijivirus","Spinareoviridae",1640
"12151","NC_049392.1","DNA","dsDNA","Escherichia phage ESSI2_ev239","Evevirus ev239","Evevirus","Peduoviridae",29203
"12152","NC_078328.1","RNA","ssRNA(-)","Hemipteran phasma-related virus OKIAV247","Feravirus hemipterus","Feravirus","Phasmaviridae",1611
"12153","NC_048140.1","DNA","dsDNA","Arthrobacter phage Maja","Majavirus maja","Majavirus","Unknown",36776
"12154","NC_040579.1","DNA","dsDNA","Canine papillomavirus 22","Canine papillomavirus 22","Taupapillomavirus","Papillomaviridae",8300
"12155","NC_074291.1","RNA","RNA","ssRNA phage ESE016","Controvirus defluviicola","Controvirus","Steitzviridae",3692
"12156","NC_078283.1","RNA","ssRNA(+/-)","Salmon pescarenavirus 1","Antennavirus salmonis","Antennavirus","Arenaviridae",6475
"12157","NC_078125.1","RNA","RNA","Aspergillus fumigatus tetramycovirus 1","Aspergillus fumigatus polymycovirus 1","Polymycovirus","Polymycoviridae",1131
"12158","NC_034968.1","RNA","ssRNA(-)","Avian paramyxovirus 15","Metaavulavirus peixense","Metaavulavirus","Paramyxoviridae",14964
"12159","NC_073181.1","DNA","dsDNA","Salmonella phage 5sent1","Salmonella phage 5sent1","Jerseyvirus","Unknown",43760
"12160","NC_010751.1","RNA","dsRNA","Mycoreovirus 1","Mycoreovirus 1","Mycoreovirus","Spinareoviridae",1072
"12161","NC_012544.1","RNA","dsRNA","Homalodisca vitripennis reovirus","Homalodisca vitripennis reovirus","Phytoreovirus","Sedoreoviridae",1205
"12162","NC_025741.1","DNA","ssDNA","Blackbird associated gemycircularvirus 1","Gemycircularvirus blabi1","Gemycircularvirus","Genomoviridae",2197
"12163","NC_003855.1","RNA","RNA","Peanut stunt virus satellite RNA","Peanut stunt virus satellite RNA","Unknown","Unknown",393
"12164","NC_070903.1","DNA","dsDNA","Escherichia phage P2_AC1","Escherichia phage P2_AC1","Peduovirus","Peduoviridae",33349
"12165","NC_014527.1","RNA","dsRNA","Great Island virus","Great Island virus","Orbivirus","Sedoreoviridae",1666
"12166","NC_003673.1","RNA","ssRNA(+)","Olive latent virus 2","Olive latent virus 2","Oleavirus","Bromoviridae",3128
"12167","NC_032781.1","RNA","ssRNA(-)","Wenling crustacean virus 11","Alphacrustrhavirus zhejiang","Alphacrustrhavirus","Rhabdoviridae",11560
"12168","NC_007217.1","DNA","dsDNA","Haloarcula hispanica virus SH1","Alphasphaerolipovirus SH1","Alphasphaerolipovirus","Sphaerolipoviridae",30889
"12169","NC_033761.1","RNA","ssRNA(-)","Hubei myriapoda virus 5","Hubavirus myriapedis","Hubavirus","Mypoviridae",9874
"12170","NC_078217.1","DNA","ssDNA(+)","Subterranean clover stunt virus","Subterranean clover stunt virus","Nanovirus","Nanoviridae",985
