"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"3803","NC_032900.1","RNA","RNA","Wenzhou picorna-like virus 49","Wenzhou picorna-like virus 49","Unknown","Unknown",8916
"3804","NC_078021.1","RNA","ssRNA(-)","Pistacia emaravirus","Pistacia emaravirus","Emaravirus","Fimoviridae",1711
"3805","NC_043527.1","RNA","ssRNA(-)","Seewis virus","Seewis orhtohantavirus","Orthohantavirus","Hantaviridae",1641
"3806","NC_015884.1","RNA","dsRNA","Baboon orthoreovirus","Baboon orthoreovirus","Orthoreovirus","Spinareoviridae",1253
"3807","NC_078649.1","RNA","ssRNA(-)","Upolu virus","Thogotovirus upoluense","Thogotovirus","Orthomyxoviridae",2385
"3808","NC_032750.1","RNA","RNA","Shahe narna-like virus 3","Shahe narna-like virus 3","Unknown","Unknown",2982
"3809","NC_032646.1","RNA","RNA","Beihai shrimp virus 5","Beihai shrimp virus 5","Unknown","Unknown",1545
"3810","NC_076844.1","RNA","ssRNA(-)","Botrytis cinerea negative-stranded RNA virus 4","Sclerotimonavirus betabotrytidis","Sclerotimonavirus","Mymonaviridae",9211
"3811","NC_074433.1","RNA","RNA","ssRNA phage Gerhypos.4_7","Minusuvirus solivicinum","Minusuvirus","Steitzviridae",3772
"3812","NC_038764.1","RNA","ssRNA(+)","Blueberry latent spherical virus","Nepovirus vaccinii","Nepovirus","Secoviridae",7960
"3813","NC_025802.1","RNA","dsRNA","Cangyuan orthoreovirus","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae",3820
"3814","NC_055196.1","RNA","ssRNA(-)","Snowshoe hare virus","Orthobunyavirus khatangaense","Orthobunyavirus","Peribunyaviridae",6882
"3815","NC_026621.1","RNA","ssRNA(+)","Fusarium globosum mitovirus 1","Unuamitovirus fugl1","Unuamitovirus","Mitoviridae",2414
"3816","NC_007069.1","RNA","dsRNA","Phytophthora alphaendornavirus 1","Phytophthora alphaendornavirus 1","Alphaendornavirus","Endornaviridae",13883
"3817","NC_043191.1","RNA","dsRNA","Eriocheir sinensis reovirus","Eriocheir sinensis reovirus","Cardoreovirus","Sedoreoviridae",1200
"3818","NC_014607.1","RNA","dsRNA","Raspberry latent virus","Raspberry latent virus","Unknown","Unknown",1141
"3819","NC_040435.1","RNA","ssRNA(+)","Tea plant line pattern virus","Tea plant line pattern virus","Ilarvirus","Bromoviridae",3403
"3820","NC_013233.1","RNA","dsRNA","Mammalian orthoreovirus 3","Mammalian orthoreovirus","Orthoreovirus","Spinareoviridae",1198
"3821","NC_002792.2","RNA","ssRNA(+)","Ribgrass mosaic virus","Ribgrass mosaic virus","Tobamovirus","Virgaviridae",6311
"3822","NC_027808.1","RNA","dsRNA","Grapevine Cabernet Sauvignon reovirus","Grapevine Cabernet Sauvignon reovirus","Unknown","Unknown",3826
"3823","NC_076977.1","RNA","ssRNA(-)","Glehnia littoralis virus 1","Glehnia littoralis virus 1","Unknown","Rhabdoviridae",12193
"3824","NC_074270.1","RNA","RNA","ssRNA phage Zoerhiza.1_37","Bahnicevirus tellurivicinum","Bahnicevirus","Steitzviridae",3673
"3825","NC_055409.1","RNA","ssRNA(-)","Caimito virus","Pacuvirus caimitoense","Pacuvirus","Peribunyaviridae",6863
"3826","NC_038637.1","RNA","dsRNA","Scophthalmus maximus reovirus","Aquareovirus E","Aquareovirus","Spinareoviridae",2057
"3827","NC_078601.1","RNA","ssRNA(-)","Thailand tick thogotovirus","Thogotovirus thailandense","Thogotovirus","Orthomyxoviridae",1480
"3828","NC_028401.1","RNA","ssRNA(+)","Wuhan cricket virus","Wuhan cricket virus","Unknown","Unknown",1845
"3829","NC_076488.1","RNA","ssRNA(-)","Hymenopteran orino-related virus OKIAV87","Formivirus chalybii","Formivirus","Nyamiviridae",9795
"3830","NC_078070.1","RNA","ssRNA(+/-)","Kismaayo virus","Bandavirus kismaayoense","Bandavirus","Phenuiviridae",6341
"3831","NC_078298.1","RNA","RNA","Dar es Salaam virus TZ-189","Tanzavirus daressalaamense","Tanzavirus","Phenuiviridae",1309
"3832","NC_076766.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 36","Magoulivirus viticolae","Magoulivirus","Botourmiaviridae",2357
"3833","NC_074612.1","RNA","RNA","ssRNA phage Gerhypos.3_6","Gredihovirus geoenecus","Gredihovirus","Steitzviridae",4335
"3834","NC_043621.1","RNA","ssRNA(-)","Bellavista virus","Orthobunyavirus bellavistaense","Orthobunyavirus","Peribunyaviridae",6950
"3835","NC_028393.1","RNA","ssRNA(+)","Wuhan flea virus","Wuhan flea virus","Unknown","Unknown",2236
"3836","NC_076338.1","RNA","ssRNA(+)","Ugandan passiflora virus","Ugandan passiflora virus","Potyvirus","Potyviridae",9670
"3837","NC_074238.1","RNA","RNA","ssRNA phage Zoerhiza.4_8","Arctuvirus pedocola","Arctuvirus","Steitzviridae",4002
"3838","NC_027631.1","RNA","ssRNA(+)","Bee Macula-like virus","Bee Macula-like virus","Unknown","Tymoviridae",6258
"3839","NC_031293.1","RNA","ssRNA(-)","Wuchang Cockroach Virus 1","Orthophasmavirus wuchangense","Orthophasmavirus","Phasmaviridae",6493
"3840","NC_079101.1","RNA","ssRNA(+)","Solanum violifolium ringspot virus","Solanum violifolium ringspot virus","Unknown","Kitaviridae",8658
"3841","NC_003632.1","RNA","ssRNA(+)","Potato aucuba mosaic virus","Potato aucuba mosaic virus","Potexvirus","Alphaflexiviridae",7059
"3842","NC_076215.1","RNA","ssRNA(-)","Guangdong red-banded snake chuvirus-like virus","Piscichuvirus lycodontis","Piscichuvirus","Chuviridae",10625
"3843","NC_074132.1","RNA","ssRNA(+)","ssRNA phage Gerhypos.3_1","Vohsuavirus solicola","Vohsuavirus","Fiersviridae",3865
"3844","NC_043663.1","RNA","dsRNA","Macrophomina phaseolina chrysovirus 1","Alphachrysovirus macrophominae","Alphachrysovirus","Chrysoviridae",2927
"3845","NC_033123.1","RNA","RNA","Changjiang tombus-like virus 17","Changjiang tombus-like virus 17","Unknown","Unknown",3791
"3846","NC_078169.1","RNA","ssRNA(-)","Soldado virus","Orthonairovirus soldadoense","Orthonairovirus","Nairoviridae",1932
"3847","NC_033164.1","RNA","RNA","Wenzhou shrimp virus 10","Wenzhou shrimp virus 10","Unknown","Unknown",3195
"3848","NC_043503.1","RNA","ssRNA(+/-)","Groundnut ringspot virus","Orthotospovirus arachianuli","Orthotospovirus","Tospoviridae",8625
"3849","NC_076982.1","RNA","ssRNA(-)","Pinus flexilis virus 1","Pinus flexilis virus 1","Unknown","Rhabdoviridae",11740
"3850","NC_079102.1","RNA","ssRNA(+)","Solanum violifolium ringspot virus","Solanum violifolium ringspot virus","Unknown","Kitaviridae",3622
"3851","NC_043038.1","RNA","ssRNA(-)","Shuangao Insect Virus 2","Insect inshuvirus","Inshuvirus","Phasmaviridae",1959
"3852","NC_036606.1","RNA","RNA","Kabuto mountain virus","Uukuvirus kabutoense","Uukuvirus","Phenuiviridae",1868
"3853","NC_006005.1","RNA","dsRNA","St Croix River virus","St Croix River virus","Orbivirus","Sedoreoviridae",764
"3854","NC_032902.1","RNA","RNA","Hubei diptera virus 22","Hubei diptera virus 22","Unknown","Unknown",7691
"3855","NC_033717.1","RNA","RNA","Wuhan spider virus 4","Wuhan spider virus 4","Unknown","Unknown",11652
"3856","NC_034381.1","RNA","ssRNA(+)","Miniopterus schreibersii picornavirus 1","Mischivirus A","Mischivirus","Picornaviridae",8468
"3857","NC_074489.1","RNA","RNA","ssRNA phage Gerhypos.1_31","Snuwdevirus agrivicinum","Snuwdevirus","Steitzviridae",4239
"3858","NC_038693.1","RNA","ssRNA(+)","Sikte waterborne virus","Tombusvirus siktefluminis","Tombusvirus","Tombusviridae",1194
"3859","NC_032730.1","RNA","ssRNA(+)","Lucheng Rn rat coronavirus","Lucheng Rn rat coronavirus","Alphacoronavirus","Coronaviridae",28763
"3860","NC_032778.1","RNA","RNA","Hubei picorna-like virus 11","Hubei picorna-like virus 11","Unknown","Unknown",8974
"3861","NC_028131.1","RNA","ssRNA","Grapevine latent viroid","Apscaviroid glvd","Apscaviroid","Pospiviroidae",328
"3862","NC_033121.1","RNA","RNA","Hubei permutotetra-like virus 2","Hubei permutotetra-like virus 2","Unknown","Unknown",4551
"3863","NC_038936.1","RNA","ssRNA(-)","Tenuivirus echinochloae","Tenuivirus echinochloae","Tenuivirus","Phenuiviridae",1334
"3864","NC_031321.1","RNA","ssRNA(-)","Yichang Insect virus","Goukovirus yichangense","Goukovirus","Phenuiviridae",3278
"3865","NC_006447.1","RNA","ssRNA(+/-)","Pichinde virus","Mammarenavirus caliense","Mammarenavirus","Arenaviridae",3419
"3866","NC_040669.1","RNA","ssRNA(-)","Riverside virus 1","Ohlsrhavirus riverside","Ohlsrhavirus","Rhabdoviridae",11713
"3867","NC_003613.1","RNA","ssRNA","Iresine viroid 1","Iresine viroid 1","Pospiviroid","Pospiviroidae",370
"3868","NC_040835.1","RNA","ssRNA(+)","Rana hepevirus","Rana hepevirus","Unknown","Hepeviridae",7188
"3869","NC_004178.1","RNA","dsRNA","Infectious bursal disease virus","Avibirnavirus gumboroense","Avibirnavirus","Birnaviridae",3183
"3870","NC_015668.1","RNA","ssRNA(+)","Cavally virus","Alphamesonivirus 1","Alphamesonivirus","Mesoniviridae",20128
"3871","NC_032820.1","RNA","RNA","Wenzhou picorna-like virus 48","Wenzhou picorna-like virus 48","Unknown","Unknown",9550
"3872","NC_043675.1","RNA","ssRNA(-)","Witwatersrand virus","Orthobunyavirus witwatersrandense","Orthobunyavirus","Peribunyaviridae",4442
"3873","NC_028241.1","RNA","ssRNA(-)","Yata virus","Ephemerovirus yata","Ephemerovirus","Rhabdoviridae",14478
"3874","NC_001482.1","RNA","ssRNA-RT","Feline immunodeficiency virus","Feline immunodeficiency virus","Lentivirus","Retroviridae",9474
"3875","NC_007216.1","RNA","ssRNA(+)","Wisteria vein mosaic virus","Wisteria vein mosaic virus","Potyvirus","Potyviridae",9695
"3876","NC_021544.1","RNA","dsRNA","Human rotavirus B","Rotavirus B","Rotavirus","Sedoreoviridae",1269
"3877","NC_026921.1","RNA","ssRNA(+)","Falcovirus A1","Harkavirus A","Harkavirus","Picornaviridae",8003
"3878","NC_038528.1","RNA","ssRNA(-)","Eothenomys miletus hantavirus LX309","Orthohantavirus luxiense","Orthohantavirus","Hantaviridae",3663
"3879","NC_016991.1","RNA","ssRNA(+)","White-eye coronavirus HKU16","White-eye coronavirus HKU16","Deltacoronavirus","Coronaviridae",26041
"3880","NC_003870.1","RNA","ssRNA(+)","Sugarcane striate mosaic-associated virus","Sustrivirus SCSMaV","Sustrivirus","Betaflexiviridae",8146
"3881","NC_033124.1","RNA","RNA","Changjiang narna-like virus 3","Changjiang narna-like virus 3","Unknown","Unknown",3685
"3882","NC_055401.1","RNA","ssRNA(+/-)","Mona Grita virus","Phlebovirus monagritaense","Phlebovirus","Phenuiviridae",1725
"3883","NC_036580.1","RNA","dsRNA","Allium cepa amalgavirus 1","Amalgavirus allii","Amalgavirus","Amalgaviridae",3453
"3884","NC_043070.1","RNA","ssRNA(-)","Orthohantavirus asikkalaense","Orthohantavirus asikkalaense","Orthohantavirus","Hantaviridae",1526
"3885","NC_015880.1","RNA","dsRNA","Baboon orthoreovirus","Baboon orthoreovirus","Orthoreovirus","Spinareoviridae",2292
"3886","NC_077986.1","RNA","ssRNA(-)","Anopheles A virus","Orthobunyavirus horizonteense","Orthobunyavirus","Peribunyaviridae",6881
"3887","NC_074563.1","RNA","RNA","ssRNA phage Gerhypos.1_51","Intasivirus terradaptatum","Intasivirus","Solspiviridae",4252
"3888","NC_023629.1","RNA","ssRNA(+)","Bovine astrovirus B76/HK","Bovine astrovirus B76/HK","Mamastrovirus","Astroviridae",6253
"3889","NC_025831.1","RNA","ssRNA(-)","Leopards Hill virus","Orthonairovirus lusakaense","Orthonairovirus","Nairoviridae",12037
"3890","NC_073950.1","RNA","ssRNA(+)","ssRNA phage Gephyllon.1_11","Glyciruvirus geovicinum","Glyciruvirus","Fiersviridae",3312
"3891","NC_078569.1","RNA","RNA","Hadaka virus 1","Hadakavirus nanga","Hadakavirus","Hadakaviridae",904
"3892","NC_077839.1","RNA","dsRNA","Mammalian orthoreovirus 3 Dearing","Mammalian orthoreovirus","Orthoreovirus","Spinareoviridae",3860
"3893","NC_076898.1","RNA","ssRNA(-)","Cucurbit cytorhabdovirus 1","Cytorhabdovirus cucurbitae","Cytorhabdovirus","Rhabdoviridae",13069
"3894","NC_078274.1","RNA","ssRNA(-)","Sedlec virus","Orthobunyavirus sedlecense","Orthobunyavirus","Peribunyaviridae",1019
"3895","NC_074420.1","RNA","RNA","ssRNA phage Gerhypos.4_65","Loptevirus arvivicinum","Loptevirus","Steitzviridae",3784
"3896","NC_033036.1","RNA","RNA","Wenzhou picorna-like virus 54","Wenzhou picorna-like virus 54","Unknown","Unknown",7500
"3897","NC_015626.1","RNA","ssRNA(+)","Pigeon picornavirus B","Pigeon picornavirus B","Unknown","Picornaviridae",7801
"3898","NC_003753.1","RNA","ssRNA(-)","Tenuivirus oryzaclavatae","Tenuivirus oryzaclavatae","Tenuivirus","Phenuiviridae",2157
"3899","NC_025405.1","RNA","ssRNA(-)","Niakha virus","Sripuvirus niakha","Sripuvirus","Rhabdoviridae",11124
"3900","NC_073960.1","RNA","ssRNA(+)","ssRNA phage SRR7976357_9","Icumivirus limivivens","Icumivirus","Fiersviridae",3641
"3901","NC_032206.1","RNA","RNA","Beihai picorna-like virus 35","Beihai picorna-like virus 35","Unknown","Unknown",8955
"3902","NC_035113.1","RNA","ssRNA(+)","Lake Sinai Virus NE","Lake Sinai Virus NE","Sinaivirus","Sinhaliviridae",5921
"3903","NC_032498.1","RNA","RNA","Beihai picobirna-like virus 7","Beihai picobirna-like virus 7","Unknown","Unknown",2033
"3904","NC_026823.2","RNA","dsRNA","Rotavirus I","Rotavirus I","Rotavirus","Sedoreoviridae",751
"3905","NC_078929.1","RNA","ssRNA(-)","Las Maloyas virus","Orthobunyavirus horizonteense","Orthobunyavirus","Peribunyaviridae",4388
"3906","NC_078240.1","RNA","ssRNA(-)","Xinzhou Spider Virus","Xinspivirus xinzhouense","Xinspivirus","Nairoviridae",3322
"3907","NC_022038.1","RNA","ssRNA(-)","Brazoran virus","Orthobunyavirus brazoriaense","Orthobunyavirus","Peribunyaviridae",4659
"3908","NC_040457.1","RNA","dsRNA","Medicago sativa alphapartitivirus 1","Medicago sativa alphapartitivirus 1","Alphapartitivirus","Partitiviridae",1893
"3909","NC_076791.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 61","Botoulivirus zetaplasmoparae","Botoulivirus","Botourmiaviridae",2366
"3910","NC_033063.1","RNA","RNA","Changjiang tombus-like virus 8","Changjiang tombus-like virus 8","Unknown","Unknown",4427
"3911","NC_036470.1","RNA","dsRNA","Piscine orthoreovirus","Piscine orthoreovirus","Orthoreovirus","Spinareoviridae",2179
"3912","NC_079105.1","RNA","ssRNA(+)","Ligustrum leprosis virus","Ligustrum leprosis virus","Unknown","Kitaviridae",3712
"3913","NC_032839.1","RNA","RNA","Wenling crustacean virus 5","Wenling crustacean virus 5","Unknown","Unknown",10528
"3914","NC_007666.1","RNA","dsRNA","Aedes pseudoscutellaris reovirus","Aedes pseudoscutellaris reovirus","Dinovernavirus","Spinareoviridae",3817
"3915","NC_043655.1","RNA","ssRNA(-)","Bozo virus","Orthobunyavirus bozoense","Orthobunyavirus","Peribunyaviridae",6861
"3916","NC_033312.1","RNA","RNA","Hubei orthoptera virus 4","Hubei orthoptera virus 4","Unknown","Unknown",1675
"3917","NC_010758.1","RNA","ssRNA(+/-)","Mammarenavirus latinum","Mammarenavirus latinum","Mammarenavirus","Arenaviridae",3474
"3918","NC_055440.1","RNA","ssRNA(+/-)","Xapuri virus","Mammarenavirus xapuriense","Mammarenavirus","Arenaviridae",7049
"3919","NC_013402.1","RNA","dsRNA","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey)","Epizootic hemorrhagic disease virus","Orbivirus","Sedoreoviridae",1162
"3920","NC_038916.1","RNA","dsRNA","Chondrostereum purpureum cryptic virus 1","Chondrostereum purpureum cryptic virus 1","Alphapartitivirus","Partitiviridae",1920
"3921","NC_030392.1","RNA","dsRNA","Sclerotinia nivalis victorivirus 1","Sclerotinia nivalis victorivirus 1","Victorivirus","Totiviridae",5162
"3922","NC_038294.1","RNA","ssRNA(+)","Betacoronavirus England 1","Middle East respiratory syndrome-related coronavirus","Betacoronavirus","Coronaviridae",30111
"3923","NC_074091.1","RNA","ssRNA(+)","ssRNA phage SRR6960507_6","Sehpovirus borboradaptatum","Sehpovirus","Fiersviridae",3870
"3924","NC_015935.1","RNA","ssRNA(+)","Mouse astrovirus M-52/USA/2008","Mouse astrovirus M-52/USA/2008","Unknown","Astroviridae",6543
"3925","NC_003679.1","RNA","ssRNA(+)","Border disease virus","Pestivirus ovis","Pestivirus","Flaviviridae",12333
"3926","NC_076743.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 8","Magoulivirus deltaplasmoparae","Magoulivirus","Botourmiaviridae",2645
"3927","NC_029038.1","RNA","ssRNA(+)","Currant latent virus","Cheravirus ribis","Cheravirus","Secoviridae",6603
"3928","NC_077128.1","RNA","ssRNA(-)","Fushun ischnura senegalensis lispivirus 1","Fushun ischnura senegalensis lispivirus 1","Unknown","Lispiviridae",14227
"3929","NC_031137.1","RNA","ssRNA(-)","Huangpi Tick Virus 1","Orthonairovirus huangpiense","Orthonairovirus","Nairoviridae",1969
"3930","NC_012798.1","RNA","ssRNA(+)","Cosavirus E","Cosavirus E","Cosavirus","Picornaviridae",6580
"3931","NC_016136.1","RNA","ssRNA(-)","Potato yellow dwarf nucleorhabdovirus","Alphanucleorhabdovirus tuberosum","Alphanucleorhabdovirus","Rhabdoviridae",12875
"3932","NC_029991.1","RNA","ssRNA(+)","Rhizoctonia oryzae-sativae mitovirus 1","Rhizoctonia oryzae-sativae mitovirus 1","Mitovirus","Mitoviridae",3038
"3933","NC_043144.1","RNA","ssRNA(+)","Chinese artichoke mosaic virus","Chinese artichoke mosaic virus","Potyvirus","Potyviridae",1675
"3934","NC_033289.1","RNA","ssRNA(-)","Shahe yuevirus-like virus 1","Yuyuevirus shaheense","Yuyuevirus","Yueviridae",6556
"3935","NC_021482.1","RNA","ssRNA(+)","Sebokele virus 1","Parechovirus C","Parechovirus","Picornaviridae",7537
"3936","NC_033784.1","RNA","dsRNA","Orbivirus SX-2017a","Orbivirus SX-2017a","Orbivirus","Sedoreoviridae",2769
"3937","NC_007737.1","RNA","dsRNA","Liao ning virus","Liao ning virus","Seadornavirus","Sedoreoviridae",3055
"3938","NC_074357.1","RNA","RNA","ssRNA phage SRR7976301_10","Henifovirus borborovivens","Henifovirus","Steitzviridae",3949
"3939","NC_003532.1","RNA","ssRNA(+)","Cymbidium ringspot virus","Tombusvirus cymbidii","Tombusvirus","Tombusviridae",4733
"3940","NC_032246.1","RNA","RNA","Hubei sobemo-like virus 28","Hubei sobemo-like virus 28","Unknown","Unknown",3164
"3941","NC_076025.1","RNA","ssRNA(-)","Lentinula edodes negative-strand RNA virus 1","Lentimonavirus lentinulae","Lentimonavirus","Mymonaviridae",11563
"3942","NC_038736.1","RNA","ssRNA(-)","Guama virus","Orthobunyavirus guamaense","Orthobunyavirus","Peribunyaviridae",6861
"3943","NC_032149.2","RNA","dsRNA","Rhizoctonia solani dsRNA virus 3","Rhizoctonia solani dsRNA virus 3","Alphapartitivirus","Partitiviridae",1811
"3944","NC_003443.1","RNA","ssRNA(-)","Human orthorubulavirus 2","Orthorubulavirus laryngotracheitidis","Orthorubulavirus","Paramyxoviridae",15646
"3945","NC_009994.1","RNA","ssRNA(+)","Tobacco vein banding mosaic virus","Tobacco vein banding mosaic virus","Potyvirus","Potyviridae",9570
"3946","NC_073859.1","RNA","ssRNA(+)","ssRNA phage ESE006","Aldhiuvirus defluviicola","Aldhiuvirus","Fiersviridae",3469
"3947","NC_006498.1","RNA","ssRNA(-)","Isavirus salaris","Isavirus salaris","Isavirus","Orthomyxoviridae",966
"3948","NC_079049.1","RNA","ssRNA(-)","Watermelon crinkle leaf-associated virus 2","Watermelon crinkle leaf-associated virus 2","Coguvirus","Phenuiviridae",2704
"3949","NC_013134.1","RNA","ssRNA(+)","Japanese holly fern mottle virus","Pteridovirus filicis","Pteridovirus","Mayoviridae",3007
"3950","NC_076782.1","RNA","ssRNA(+)","Plasmopara viticola lesion associated ourmia-like virus 52","Betabotoulivirus deltaplasmoparae","Betabotoulivirus","Botourmiaviridae",2823
"3951","NC_076012.1","RNA","ssRNA(+)","Wuhan sharpbelly picornavirus 2","Wuhan sharpbelly picornavirus 2","Unknown","Unknown",7965
"3952","NC_019030.1","RNA","ssRNA(+)","Diuris virus B","Diuris virus B","Divavirus","Betaflexiviridae",7001
"3953","NC_005819.1","RNA","ssRNA(+)","Sclerophthora macrospora virus A","Sclerophthora macrospora virus A","Unknown","Unknown",977
"3954","NC_040662.1","RNA","dsRNA","Capsicum annuum amalgavirus 1","Capsicum annuum amalgavirus 1","Unknown","Amalgaviridae",3478
"3955","NC_076849.1","RNA","ssRNA","Botrytis cinerea fusarivirus 4","Betafusarivirus iberiae","Betafusarivirus","Fusariviridae",8349
"3956","NC_076872.1","RNA","ssRNA(+)","Macrophomina phaseolina ourmia-like virus 3","Penoulivirus macrophominae","Penoulivirus","Botourmiaviridae",2833
"3957","NC_011349.1","RNA","ssRNA(+)","Senecavirus A","Senecavirus A","Senecavirus","Picornaviridae",7310
"3958","NC_032930.1","RNA","RNA","Sanxia sobemo-like virus 2","Sanxia sobemo-like virus 2","Unknown","Unknown",3332
"3959","NC_002532.2","RNA","ssRNA(+)","Equine arteritis virus","Alphaarterivirus equid","Alphaarterivirus","Arteriviridae",12704
"3960","NC_076592.1","RNA","ssRNA(+)","Paslahepevirus balayani","Paslahepevirus balayani","Paslahepevirus","Hepeviridae",6660
"3961","NC_010748.1","RNA","dsRNA","Mycoreovirus 1","Mycoreovirus 1","Mycoreovirus","Spinareoviridae",2023
"3962","NC_074157.1","RNA","RNA","ssRNA phage Zoerhiza.4_18","Intasivirus terrenecus","Intasivirus","Solspiviridae",4265
"3963","NC_032965.1","RNA","RNA","Hubei tombus-like virus 2","Hubei tombus-like virus 2","Unknown","Unknown",5510
"3964","NC_025399.1","RNA","ssRNA(-)","Oak-Vale virus","Sunrhavirus oakvale","Sunrhavirus","Rhabdoviridae",11220
"3965","NC_001702.1","RNA","ssRNA-RT","Murine type C retrovirus","Murine leukemia virus","Gammaretrovirus","Retroviridae",8135
"3966","NC_074235.1","RNA","RNA","ssRNA phage Zoerhiza.1_10","Arctuvirus edaphovicinum","Arctuvirus","Steitzviridae",4064
"3967","NC_033292.1","RNA","ssRNA(-)","Wenling crustacean virus 14","Chuvivirus brunnichi","Chuvivirus","Chuviridae",4615
"3968","NC_033089.1","RNA","RNA","Shuangao sobemo-like virus 2","Shuangao sobemo-like virus 2","Unknown","Unknown",2791
"3969","NC_078913.1","RNA","ssRNA(-)","Pacora virus","Pacora virus","Unknown","Peribunyaviridae",1316
"3970","NC_012536.1","RNA","dsRNA","Homalodisca vitripennis reovirus","Homalodisca vitripennis reovirus","Phytoreovirus","Sedoreoviridae",3522
"3971","NC_002030.1","RNA","ssRNA","Potato spindle tuber viroid","Potato spindle tuber viroid","Pospiviroid","Pospiviroidae",359
"3972","NC_078582.1","RNA","ssRNA(+)","Green Sichuan pepper nepovirus","Nepovirus sichuanense","Nepovirus","Secoviridae",7083
"3973","NC_040389.1","RNA","ssRNA(+)","Sambucus virus S","Bromovirus SVS","Bromovirus","Bromoviridae",2810
"3974","NC_003805.1","RNA","ssRNA(+)","Tobacco rattle virus","Tobacco rattle virus","Tobravirus","Virgaviridae",6791
"3975","NC_022553.1","RNA","dsRNA","Wallal virus","Wallal virus","Orbivirus","Sedoreoviridae",3952
"3976","NC_033475.1","RNA","RNA","Wuhan insect virus 10","Wuhan insect virus 10","Unknown","Unknown",9939
"3977","NC_055645.1","RNA","ssRNA(-)","Emaravirus cordylinae","Emaravirus cordylinae","Emaravirus","Fimoviridae",1323
"3978","NC_001549.1","RNA","ssRNA-RT","Simian immunodeficiency virus","Simian immunodeficiency virus","Lentivirus","Retroviridae",9623
"3979","NC_055495.1","RNA","ssRNA(+)","Faba bean polerovirus 1","Faba bean polerovirus 1","Polerovirus","Solemoviridae",5631
"3980","NC_026316.1","RNA","ssRNA(+)","Lesavirus 2","Malagasivirus B","Malagasivirus","Picornaviridae",7593
"3981","NC_014523.1","RNA","dsRNA","Great Island virus","Great Island virus","Orbivirus","Sedoreoviridae",2794
"3982","NC_024808.1","RNA","ssRNA(+)","Ethiopian tobacco bushy top virus","Umbravirus ethiopiaense","Umbravirus","Tombusviridae",4236
"3983","NC_032179.1","RNA","RNA","Changjiang picorna-like virus 1","Changjiang picorna-like virus 1","Unknown","Unknown",8729
"3984","NC_036586.1","RNA","ssRNA(+)","Dianke virus","Alphamesonivirus 10","Alphamesonivirus","Mesoniviridae",20106
"3985","NC_073823.1","RNA","RNA","ssRNA phage Zoerhiza.3_2","Pohlydovirus arvivivens","Pohlydovirus","Atkinsviridae",3935
"3986","NC_032800.1","RNA","RNA","Hubei arthropod virus 1","Hubei arthropod virus 1","Unknown","Unknown",9539
"3987","NC_077696.1","RNA","dsRNA","Cannabis cryptic virus","Cannabis cryptic virus","Betapartitivirus","Partitiviridae",2420
"3988","NC_076928.1","RNA","ssRNA(+)","Agave virus T","Tepovirus AgVT","Tepovirus","Betaflexiviridae",6408
"3989","NC_015393.1","RNA","ssRNA(+)","Celery mosaic virus","Celery mosaic virus","Potyvirus","Potyviridae",9999
"3990","NC_055281.1","RNA","RNA","Fusarium redolens polymycovirus 1","Fusarium redolens polymycovirus 1","Polymycovirus","Polymycoviridae",890
"3991","NC_055184.1","RNA","ssRNA(-)","Facey's Paddock virus","Orthobunyavirus faceyense","Orthobunyavirus","Peribunyaviridae",4419
"3992","NC_033317.1","RNA","dsRNA","Isaria javanica chrysovirus 1","Alphachrysovirus isariae","Alphachrysovirus","Chrysoviridae",3175
"3993","NC_076181.1","RNA","ssRNA(+)","Pyricularia oryzae ourmia-like virus 3","Pyricularia scleroulivirus 3","Scleroulivirus","Botourmiaviridae",2557
"3994","NC_043156.1","RNA","ssRNA(+)","Passiflora chlorosis virus","Passiflora chlorosis virus","Potyvirus","Potyviridae",1439
"3995","NC_055177.1","RNA","ssRNA(+)","Air potato virus 1","Air potato ampelovirus 1","Ampelovirus","Closteroviridae",13398
"3996","NC_078144.1","RNA","ssRNA(-)","Gossas virus","Orthonairovirus gossasense","Orthonairovirus","Nairoviridae",5941
"3997","NC_076357.1","RNA","ssRNA(-)","Gysinge virus","Phyllomonavirus gysingense","Phyllomonavirus","Mymonaviridae",9532
"3998","NC_028375.1","RNA","ssRNA(+)","Shayang fly virus 4","Shayang fly virus 4","Unknown","Unknown",16053
"3999","NC_033774.1","RNA","ssRNA(+/-)","Pepper chlorotic spot virus","Orthotospovirus capsicimaculaflavi","Orthotospovirus","Tospoviridae",8913
"4000","NC_074010.1","RNA","ssRNA(+)","ssRNA phage SRR7976325_10","Mintuvirus asienecus","Mintuvirus","Fiersviridae",3801
"4001","NC_015879.1","RNA","dsRNA","Baboon orthoreovirus","Baboon orthoreovirus","Orthoreovirus","Spinareoviridae",3766
"4002","NC_027921.1","RNA","ssRNA(+)","Binucleate Rhizoctonia mitovirus K1","Binucleate Rhizoctonia mitovirus K1","Mitovirus","Mitoviridae",2794
