"","Accession","Species","Genus","Family"
"6788","NC_029911.1","Mahlapitsi orthoreovirus","Orthoreovirus","Spinareoviridae"
"6789","NC_001512.1","Onyong-nyong virus","Alphavirus","Togaviridae"
"6792","NC_075303.1","Doupovirus australiaense","Doupovirus","Xinmoviridae"
"6793","NC_076122.1","Wawtorquevirus culic2","Wawtorquevirus","Anelloviridae"
"6797","NC_073858.1","Adahivirus asienecus","Adahivirus","Fiersviridae"
"6798","NC_034254.1","Thogotovirus dhoriense","Thogotovirus","Orthomyxoviridae"
"6799","NC_001575.2","Rice yellow mottle virus","Sobemovirus","Solemoviridae"
"6801","NC_003739.1","Idaeovirus rubi","Idaeovirus","Mayoviridae"
"6803","NC_073881.1","Boloprevirus asiohabitans","Boloprevirus","Fiersviridae"
"6804","NC_043581.1","Orthobunyavirus bataiense","Orthobunyavirus","Peribunyaviridae"
"6805","NC_047817.1","Reginaelenavirus rv3LV2017","Reginaelenavirus","Peduoviridae"
"6806","NC_021629.1","Rotavirus F","Rotavirus","Sedoreoviridae"
"6807","NC_007290.1","Cotton leaf curl Bangalore virus","Begomovirus","Geminiviridae"
"6810","NC_030231.1","Orthoavulavirus japanense","Orthoavulavirus","Paramyxoviridae"
"6811","NC_074251.1","Bahnicevirus geoenecus","Bahnicevirus","Steitzviridae"
"6812","NC_043480.1","Pidchovirus pidgei","Pidchovirus","Phenuiviridae"
"6814","NC_078104.1","Coguvirus eburi","Coguvirus","Phenuiviridae"
"6815","NC_028964.1","Gallivirus Pf-CHK1/GV","Gallivirus","Picornaviridae"
"6816","NC_039191.1","Phlebovirus toroense","Phlebovirus","Phenuiviridae"
"6817","NC_076761.1","Magoulivirus jiplasmoparae","Magoulivirus","Botourmiaviridae"
"6818","NC_043524.1","Bean leaf crumple virus","Begomovirus","Geminiviridae"
"6819","NC_048005.1","Epseptimavirus S113","Epseptimavirus","Demerecviridae"
"6821","NC_025801.1","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae"
"6822","NC_013006.1","Kalanchoe latent virus","Carlavirus","Betaflexiviridae"
"6823","NC_023493.1","Cypovirus 2","Cypovirus","Spinareoviridae"
"6824","NC_049978.1","Paundivirus hollandii","Paundivirus","Steigviridae"
"6826","NC_007821.1","Enterobacteria phage WA13","Alphatrevirus","Microviridae"
"6828","NC_055231.1","Abatino macacapox virus","Orthopoxvirus","Poxviridae"
"6829","NC_043107.1","Cordyline virus 3","Velarivirus","Closteroviridae"
"6830","NC_034444.1","Hom-1 vesivirus","Vesivirus","Caliciviridae"
"6832","NC_078571.1","Hadakavirus nanga","Hadakavirus","Hadakaviridae"
"6833","NC_038311.1","Rhinovirus A","Enterovirus","Picornaviridae"
"6835","NC_028789.1","Mingyongvirus VMY22","Mingyongvirus","Salasmaviridae"
"6837","NC_033698.1","Orthoflavivirus ugandaense","Orthoflavivirus","Flaviviridae"
"6840","NC_034389.1","Orthonairovirus keterehense","Orthonairovirus","Nairoviridae"
"6841","NC_022789.1","Gyrovirus homsa2","Gyrovirus","Anelloviridae"
"6842","NC_003644.1","Milk vetch dwarf virus","Nanovirus","Nanoviridae"
"6843","NC_004183.1","Colorado tick fever coltivirus","Coltivirus","Spinareoviridae"
"6844","NC_000867.1","Corticovirus PM2","Corticovirus","Corticoviridae"
"6845","NC_014038.1","Sunflower chlorotic mottle virus","Potyvirus","Potyviridae"
"6846","NC_055279.1","Fusarium redolens polymycovirus 1","Polymycovirus","Polymycoviridae"
"6850","NC_031225.1","Cytorhabdovirus alphawuhaninsectum","Cytorhabdovirus","Rhabdoviridae"
"6851","NC_038954.1","Gossypium mustelinum symptomless alphasatellite","Gosmusatellite","Alphasatellitidae"
"6852","NC_001753.1","Clover yellow mosaic virus","Potexvirus","Alphaflexiviridae"
"6854","NC_043235.1","Paramecium bursaria Chlorella virus NYs1","Chlorovirus","Phycodnaviridae"
"6858","NC_038290.1","Orthotospovirus citrullonecrosis","Orthotospovirus","Tospoviridae"
"6860","NC_004630.1","East African cassava mosaic Cameroon virus","Begomovirus","Geminiviridae"
"6863","NC_049385.1","Peduovirus P22H4","Peduovirus","Peduoviridae"
"6864","NC_028973.1","Bocaparvovirus lagomorph1","Bocaparvovirus","Parvoviridae"
"6867","NC_047749.1","Tequintavirus DT5712","Tequintavirus","Demerecviridae"
"6868","NC_003842.1","Tobacco streak virus","Ilarvirus","Bromoviridae"
"6872","NC_038641.1","Aquareovirus E","Aquareovirus","Spinareoviridae"
"6873","NC_038786.1","Diodia vein chlorosis virus","Crinivirus","Closteroviridae"
"6874","NC_032107.1","NL63-related bat coronavirus strain BtKYNL63-9b","Alphacoronavirus","Coronaviridae"
"6875","NC_011543.1","Poinsettia latent virus","Polemovirus","Solemoviridae"
"6876","NC_001915.1","Aquabirnavirus salmonidae","Aquabirnavirus","Birnaviridae"
"6877","NC_055921.1","Triduovirus Tr2","Triduovirus","Schitoviridae"
"6878","NC_074323.1","Gredihovirus paludicola","Gredihovirus","Steitzviridae"
"6879","NC_074391.1","Kecijavirus borborocola","Kecijavirus","Steitzviridae"
"6881","NC_029645.1","Norwalk virus","Norovirus","Caliciviridae"
"6882","NC_005995.1","Palyam virus","Orbivirus","Sedoreoviridae"
"6884","NC_003758.1","Rice ragged stunt virus","Oryzavirus","Spinareoviridae"
"6885","NC_023022.1","Formica exsecta virus 2","Iflavirus","Iflaviridae"
"6886","NC_055942.1","Lactarius tabidus orthocurvulavirus 1","Orthocurvulavirus","Curvulaviridae"
"6887","NC_004824.1","Luffa yellow mosaic virus","Begomovirus","Geminiviridae"
"6888","NC_009608.1","Dichorhavirus orchidaceae","Dichorhavirus","Rhabdoviridae"
"6889","NC_008883.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"6890","NC_043307.1","Bracoviriform facetosae","Bracoviriform","Polydnaviriformidae"
"6891","NC_032849.1","Hoptevirus orthopteris","Hoptevirus","Xinmoviridae"
"6892","NC_024362.1","Ghunavirus PSA2","Ghunavirus","Autographiviridae"
"6893","NC_035456.1","Lasius niger virus 1","Sopolycivirus","Polycipiviridae"
"6894","NC_007746.1","Liao ning virus","Seadornavirus","Sedoreoviridae"
"6896","NC_003487.1","Betanecrovirus nicotianae","Betanecrovirus","Tombusviridae"
"6897","NC_055055.1","Xylivirus Xf109","Xylivirus","Inoviridae"
"6898","NC_075307.1","Gemykibivirus cybusi1","Gemykibivirus","Genomoviridae"
"6899","NC_001474.2","Orthoflavivirus denguei","Orthoflavivirus","Flaviviridae"
"6900","NC_076694.1","Duamitovirus alal1","Duamitovirus","Mitoviridae"
"6901","NC_013801.1","Croton yellow vein mosaic alphasatellite","Clecrusatellite","Alphasatellitidae"
"6902","NC_074573.1","Eregrovirus chthonohabitans","Eregrovirus","Steitzviridae"
"6903","NC_078028.1","Colletotrichum camelliae polymycovirus 1","Polymycovirus","Polymycoviridae"
"6905","NC_043173.1","Zucchini yellow fleck virus","Potyvirus","Potyviridae"
"6906","NC_078371.1","Emaravirus perillae","Emaravirus","Fimoviridae"
"6909","NC_054972.1","Pourcelvirus Axy11","Pourcelvirus","Schitoviridae"
"6912","NC_043318.1","Bracoviriform facetosae","Bracoviriform","Polydnaviriformidae"
"6914","NC_039897.1","Norwalk virus","Norovirus","Caliciviridae"
"6915","NC_026818.1","Gemykibivirus humas2","Gemykibivirus","Genomoviridae"
"6918","NC_023688.1","Angelvirus px29","Angelvirus","Straboviridae"
"6919","NC_020486.1","Neptunevirus srim18","Neptunevirus","Kyanoviridae"
"6920","NC_039053.1","Gammapolyomavirus lonmaja","Gammapolyomavirus","Polyomaviridae"
"6921","NC_038506.1","Orthohantavirus negraense","Orthohantavirus","Hantaviridae"
"6922","NC_042019.1","Tulanevirus asgz","Tulanevirus","Straboviridae"
"6923","NC_078215.1","Subterranean clover stunt virus","Nanovirus","Nanoviridae"
"6926","NC_044950.1","African swine fever virus","Asfivirus","Asfarviridae"
"6927","NC_025850.1","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae"
"6928","NC_026166.1","Gemycircularvirus sewopo2","Gemycircularvirus","Genomoviridae"
"6930","NC_037615.1","Phlebovirus torosense","Phlebovirus","Phenuiviridae"
"6931","NC_006633.1","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae"
"6932","NC_029802.1","Porcine picobirnavirus","Picobirnavirus","Picobirnaviridae"
"6934","NC_025793.1","Quaranjavirus wellfleetense","Quaranjavirus","Orthomyxoviridae"
"6935","NC_040388.1","Pythium nunn virus 1","Gammapartitivirus","Partitiviridae"
"6936","NC_006568.1","Fragaria chiloensis latent virus","Ilarvirus","Bromoviridae"
"6938","NC_009745.1","Banana bract mosaic virus","Potyvirus","Potyviridae"
"6939","NC_055170.1","Reptillovirus hemidactyli","Reptillovirus","Hantaviridae"
"6940","NC_043153.1","Nerine yellow stripe virus","Potyvirus","Potyviridae"
"6941","NC_007558.1","Rotavirus H","Rotavirus","Sedoreoviridae"
"6943","NC_035799.1","Bat circovirus","Circovirus","Circoviridae"
"6944","NC_026253.1","Oxalis yellow vein virus","Begomovirus","Geminiviridae"
"6945","NC_078619.1","Thogotovirus josense","Thogotovirus","Orthomyxoviridae"
"6946","NC_003616.1","Orthotospovirus impatiensnecromaculae","Orthotospovirus","Tospoviridae"
"6948","NC_003391.1","Camelpox virus","Orthopoxvirus","Poxviridae"
"6949","NC_003605.1","Lettuce mosaic virus","Potyvirus","Potyviridae"
"6950","NC_055426.1","Uukuvirus tachengense","Uukuvirus","Phenuiviridae"
"6951","NC_073778.1","Dugnivirus solivivens","Dugnivirus","Atkinsviridae"
"6952","NC_078036.1","Emaravirus rubi","Emaravirus","Fimoviridae"
"6953","NC_038235.1","Orthopneumovirus hominis","Orthopneumovirus","Pneumoviridae"
"6954","NC_002509.2","Turnip mosaic virus","Potyvirus","Potyviridae"
"6957","NC_074532.1","Weheuvirus pelocola","Weheuvirus","Steitzviridae"
"6958","NC_038630.1","Aquareovirus B","Aquareovirus","Spinareoviridae"
"6959","NC_076038.1","Bopivirus A","Bopivirus","Picornaviridae"
"6961","NC_033835.1","Phlebovirus ambeense","Phlebovirus","Phenuiviridae"
"6962","NC_047709.1","Ashivirus S45C4","Ashivirus","Autographiviridae"
"6963","NC_076152.1","Tomato leaf curl betasatellite","Betasatellite","Tolecusatellitidae"
"6964","NC_038712.1","Herbevirus herberti","Herbevirus","Peribunyaviridae"
"6965","NC_040876.1","Norwalk virus","Norovirus","Caliciviridae"
"6966","NC_048109.1","Citexvirus dobby","Citexvirus","Peduoviridae"
"6967","NC_004123.1","Sweet potato chlorotic stunt virus","Crinivirus","Closteroviridae"
"6969","NC_041995.1","Tunavirus ISF002","Tunavirus","Drexlerviridae"
"6971","NC_029898.1","Bat mastadenovirus C","Mastadenovirus","Adenoviridae"
"6972","NC_005859.1","Tequintavirus T5","Tequintavirus","Demerecviridae"
"6974","NC_030129.1","Bostasmacovirus bovas1","Bostasmacovirus","Smacoviridae"
"6975","NC_004176.1","Aquabirnavirus ascitae","Aquabirnavirus","Birnaviridae"
"6977","NC_048653.1","Cbunavirus CB1","Cbunavirus","Schitoviridae"
"6978","NC_040724.1","Psammotettix alienus iflavirus 1","Iflavirus","Iflaviridae"
"6981","NC_034505.1","Orthobunyavirus madridense","Orthobunyavirus","Peribunyaviridae"
"6982","NC_038529.1","Orthohantavirus luxiense","Orthohantavirus","Hantaviridae"
"6983","NC_076277.1","Gemykroznavirus solas1","Gemykroznavirus","Genomoviridae"
"6984","NC_074021.1","Nadsecevirus borborocola","Nadsecevirus","Fiersviridae"
"6985","NC_003752.1","Rice ragged stunt virus","Oryzavirus","Spinareoviridae"
"6986","NC_009607.1","Tomato severe rugose virus","Begomovirus","Geminiviridae"
"6988","NC_055290.1","Ohlsrhavirus northcreek","Ohlsrhavirus","Rhabdoviridae"
"6989","NC_015300.1","Emaravirus rosae","Emaravirus","Fimoviridae"
"6991","NC_076130.1","Tobacco leaf chlorosis betasatellite","Betasatellite","Tolecusatellitidae"
"6992","NC_047967.1","Phikmvvirus 15pyo","Phikmvvirus","Autographiviridae"
"6993","NC_015298.1","Emaravirus rosae","Emaravirus","Fimoviridae"
"6994","NC_041934.1","Pseudomonas virus LKO4","Yuavirus","Mesyanzhinovviridae"
"6996","NC_076797.1","Scleroulivirus etaplasmoparae","Scleroulivirus","Botourmiaviridae"
"6997","NC_031106.1","Rosavirus C","Rosavirus","Picornaviridae"
"6998","NC_023817.1","Bush viper reovirus","Orthoreovirus","Spinareoviridae"
"6999","NC_074108.1","Sphonivirus chorocola","Sphonivirus","Fiersviridae"
"7000","NC_055288.1","Penicillum brevicompactum polymycovirus 1","Polymycovirus","Polymycoviridae"
"7001","NC_020878.1","Lingvirus PGSP1","Lingvirus","Autographiviridae"
"7002","NC_025410.1","Pararubulavirus guangdongense","Pararubulavirus","Paramyxoviridae"
"7004","NC_074368.1","Hohrdovirus pedocola","Hohrdovirus","Steitzviridae"
"7006","NC_001931.1","Bean dwarf mosaic virus","Begomovirus","Geminiviridae"
"7009","NC_035135.1","Lambdatorquevirus phoci6","Lambdatorquevirus","Anelloviridae"
"7011","NC_008291.1","Taterapox virus","Orthopoxvirus","Poxviridae"
"7012","NC_078979.1","Orthobunyavirus acaraense","Orthobunyavirus","Peribunyaviridae"
"7013","NC_073949.1","Glincaevirus pelovicinum","Glincaevirus","Fiersviridae"
"7014","NC_034556.1","Orthohantavirus thailandense","Orthohantavirus","Hantaviridae"
"7015","NC_004074.1","Pararubulavirus tiomanense","Pararubulavirus","Paramyxoviridae"
"7016","NC_038462.1","Sidastrum golden leaf spot virus","Begomovirus","Geminiviridae"
"7020","NC_055176.1","Thamnovirus thamnaconi","Thamnovirus","Filoviridae"
"7021","NC_025378.1","Vesiculovirus bogdanovac","Vesiculovirus","Rhabdoviridae"
"7022","NC_011052.2","Sweet potato leaf curl Spain virus","Begomovirus","Geminiviridae"
"7023","NC_054895.1","Warwickvirus SLUR29","Warwickvirus","Drexlerviridae"
"7024","NC_040513.1","Orthonairovirus bushkeyense","Orthonairovirus","Nairoviridae"
"7026","NC_007580.2","Orthoflavivirus louisense","Orthoflavivirus","Flaviviridae"
"7027","NC_001408.1","Avian leukosis virus","Alpharetrovirus","Retroviridae"
"7029","NC_003801.1","Rhizoctonia solani virus 717","Betapartitivirus","Partitiviridae"
"7030","NC_055360.1","Phlebovirus salangaense","Phlebovirus","Phenuiviridae"
"7031","NC_076557.1","Unuamitovirus scsc4","Unuamitovirus","Mitoviridae"
"7032","NC_033284.1","Yingvirus sanxiaense","Yingvirus","Qinviridae"
"7033","NC_014528.1","Great Island virus","Orbivirus","Sedoreoviridae"
"7034","NC_023424.1","Orthoflavivirus tyuleniyense","Orthoflavivirus","Flaviviridae"
"7035","NC_077987.1","Orthobunyavirus horizonteense","Orthobunyavirus","Peribunyaviridae"
"7036","NC_007002.1","Badnavirus alphavirgamusae","Badnavirus","Caulimoviridae"
"7039","NC_048704.1","Cbunavirus nepra","Cbunavirus","Schitoviridae"
"7041","NC_032255.1","Betabaculovirus plinterpunctellae","Betabaculovirus","Baculoviridae"
"7042","NC_055524.1","Tomato twisted leaf virus","Begomovirus","Geminiviridae"
"7043","NC_016416.1","Grapevine leafroll-associated virus 4","Ampelovirus","Closteroviridae"
"7046","NC_027805.1","Tibet orbivirus","Orbivirus","Sedoreoviridae"
"7048","NC_076295.1","Cotton leaf curl Gezira betasatellite","Betasatellite","Tolecusatellitidae"
"7050","NC_010714.1","Clerodendron golden mosaic virus","Begomovirus","Geminiviridae"
"7051","NC_079146.1","Gordonia phage Commandaria","Foxborovirus","Zierdtviridae"
"7052","NC_006995.1","Senecio yellow mosaic virus","Begomovirus","Geminiviridae"
"7053","NC_015268.1","Deltapapillomavirus 6","Deltapapillomavirus","Papillomaviridae"
"7054","NC_076910.1","Sobemovirus smamv","Sobemovirus","Solemoviridae"
"7056","NC_055621.1","Sophora yellow stunt virus","Nanovirus","Nanoviridae"
"7059","NC_003264.1","Citrus dwarfing viroid","Apscaviroid","Pospiviroidae"
"7060","NC_074953.1","Roundleaf bat hepatitis B virus","Orthohepadnavirus","Hepadnaviridae"
"7061","NC_073933.1","Dehcevirus asiovicinum","Dehcevirus","Fiersviridae"
"7062","NC_034267.1","Enterovirus goat/JL14","Enterovirus","Picornaviridae"
"7063","NC_074449.1","Pirifovirus chorenecus","Pirifovirus","Steitzviridae"
"7065","NC_038666.1","Nelson Bay orthoreovirus","Orthoreovirus","Spinareoviridae"
"7066","NC_038878.1","Rhinovirus C","Enterovirus","Picornaviridae"
"7067","NC_007180.1","Thunberg fritillary mosaic virus","Potyvirus","Potyviridae"
"7068","NC_075322.1","Gemycircularvirus lepa2","Gemycircularvirus","Genomoviridae"
"7071","NC_047819.1","Pektosvirus PPWS4","Pektosvirus","Autographiviridae"
"7072","NC_073833.1","Rainacovirus pelohabitans","Rainacovirus","Atkinsviridae"
"7073","NC_039032.1","Psittacine aviadenovirus B","Aviadenovirus","Adenoviridae"
"7074","NC_043636.1","Orthobunyavirus angeloense","Orthobunyavirus","Peribunyaviridae"
"7075","NC_078095.1","Uukuvirus dabieshanense","Uukuvirus","Phenuiviridae"
"7076","NC_055788.1","Kablunavirus nosilaM","Kablunavirus","Zierdtviridae"
"7077","NC_002017.1","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae"
"7078","NC_079111.1","Fusarium oxysporum alternavirus 1","Alternavirus","Alternaviridae"
"7079","NC_004569.1","Tomato yellow leaf curl Malaga virus","Begomovirus","Geminiviridae"
"7080","NC_025794.1","Quaranjavirus wellfleetense","Quaranjavirus","Orthomyxoviridae"
"7081","NC_076848.1","Betafusarivirus hispaniae","Betafusarivirus","Fusariviridae"
"7082","NC_076028.1","Chaphamaparvovirus carnivoran1","Chaphamaparvovirus","Parvoviridae"
"7083","NC_034485.1","Orthohantavirus caobangense","Orthohantavirus","Hantaviridae"
"7084","NC_029902.1","Bat mastadenovirus C","Mastadenovirus","Adenoviridae"
"7085","NC_043033.1","Feravirus ferakinum","Feravirus","Phasmaviridae"
"7086","NC_023014.1","Bidens mosaic virus","Potyvirus","Potyviridae"
"7087","NC_031086.1","Friunavirus AB6","Friunavirus","Autographiviridae"
"7090","NC_012799.1","Triticum mosaic virus","Poacevirus","Potyviridae"
"7091","NC_027541.1","Wad Medani virus","Orbivirus","Sedoreoviridae"
"7092","NC_013237.1","Lambdapapillomavirus 3","Lambdapapillomavirus","Papillomaviridae"
"7093","NC_076127.1","Thetatorquevirus muste1","Thetatorquevirus","Anelloviridae"
"7094","NC_043467.1","Salmovirus salmonidallo3","Salmovirus","Alloherpesviridae"
"7095","NC_007905.1","Mammarenavirus ippyense","Mammarenavirus","Arenaviridae"
"7096","NC_010990.1","Alternaria alternata virus 1","Alternavirus","Alternaviridae"
"7103","NC_023015.1","Hedyotis yellow mosaic betasatellite","Betasatellite","Tolecusatellitidae"
"7104","NC_078440.1","Laulavirus betaviticulum","Laulavirus","Phenuiviridae"
"7106","NC_009657.1","Scotophilus bat coronavirus 512","Alphacoronavirus","Coronaviridae"
"7108","NC_074036.1","Olmsdivirus lutivivens","Olmsdivirus","Fiersviridae"
"7109","NC_010126.1","Tomato yellow leaf curl betasatellite","Betasatellite","Tolecusatellitidae"
"7111","NC_042047.1","Taipeivirus IME250","Taipeivirus","Ackermannviridae"
"7113","NC_004627.1","Ageratum yellow vein Taiwan virus","Begomovirus","Geminiviridae"
"7117","NC_049965.1","Salasvirus Goe6","Salasvirus","Salasmaviridae"
"7118","NC_025960.1","Alphabaculovirus alteragsegetum","Alphabaculovirus","Baculoviridae"
"7120","NC_043259.1","Bracoviriform inaniti","Bracoviriform","Polydnaviriformidae"
"7121","NC_005855.1","Tomato leaf curl Sudan virus","Begomovirus","Geminiviridae"
"7122","NC_076387.1","Acremonium magoulivirus","Magoulivirus","Botourmiaviridae"
"7126","NC_040480.1","Guangxi orbivirus","Orbivirus","Sedoreoviridae"
"7127","NC_038384.1","Orthohantavirus dabieshanense","Orthohantavirus","Hantaviridae"
"7128","NC_076389.1","Cladosporium magoulivirus 2","Magoulivirus","Botourmiaviridae"
"7129","NC_043404.1","Avian myeloblastosis virus","Alpharetrovirus","Retroviridae"
"7130","NC_003729.1","Rice black streaked dwarf virus","Fijivirus","Spinareoviridae"
"7133","NC_028693.2","Copernicusvirus IME195","Copernicusvirus","Rountreeviridae"
"7134","NC_010437.1","Miniopterus bat coronavirus 1","Alphacoronavirus","Coronaviridae"
"7137","NC_038587.1","Eubenangee virus","Orbivirus","Sedoreoviridae"
"7138","NC_003837.1","Tomato aspermy virus","Cucumovirus","Bromoviridae"
"7139","NC_075274.1","Gylbovirus aagae","Gylbovirus","Xinmoviridae"
"7140","NC_007998.1","Ichnoviriform sonorense","Ichnoviriform","Polydnaviriformidae"
"7143","NC_076430.1","Cardamom vein clearing nucleorhabdovirus 1","Nucleorhabdovirus","Rhabdoviridae"
"7144","NC_008586.1","Alphabaculovirus ecobliquae","Alphabaculovirus","Baculoviridae"
"7145","NC_047907.1","Webervirus KpCol1","Webervirus","Drexlerviridae"
"7146","NC_004019.1","Gremmeniella abietina RNA virus MS1","Gammapartitivirus","Partitiviridae"
"7149","NC_049962.1","Claudivirus serpounce","Claudivirus","Salasmaviridae"
"7150","NC_040453.1","Mechlorovirus cucumeris","Mechlorovirus","Phenuiviridae"
"7151","NC_055540.1","Bitter gourd yellow mosaic virus","Begomovirus","Geminiviridae"
"7152","NC_062763.1","Haloferacalesvirus HSTV4","Haloferacalesvirus","Hafunaviridae"
"7154","NC_005850.1","Tomato mosaic leaf curl virus","Begomovirus","Geminiviridae"
"7157","NC_043195.1","Walleye epidermal hyperplasia virus 2","Epsilonretrovirus","Retroviridae"
"7159","NC_078327.1","Feravirus hemipterus","Feravirus","Phasmaviridae"
"7160","NC_047848.1","Eastlansingvirus Sf12","Eastlansingvirus","Drexlerviridae"
"7161","NC_022006.1","Comovirus fabae","Comovirus","Secoviridae"
"7162","NC_078043.1","Phlebovirus arumowotense","Phlebovirus","Phenuiviridae"
"7163","NC_073877.1","Bisdanovirus hydrocola","Bisdanovirus","Fiersviridae"
"7165","NC_025459.1","Pahsextavirus pAh6C","Pahsextavirus","Chaseviridae"
"7166","NC_048160.1","Betapleolipovirus HRPV9","Betapleolipovirus","Pleolipoviridae"
"7168","NC_005983.1","Blosnavirus channae","Blosnavirus","Birnaviridae"
"7169","NC_078005.1","Orthobunyavirus bunyamweraense","Orthobunyavirus","Peribunyaviridae"
"7170","NC_049816.1","Warwickvirus tunus","Warwickvirus","Drexlerviridae"
"7172","NC_055183.1","Orthobunyavirus macauaense","Orthobunyavirus","Peribunyaviridae"
"7173","NC_022072.1","Blackberry vein banding-associated virus","Ampelovirus","Closteroviridae"
"7174","NC_014717.1","Southern rice black-streaked dwarf virus","Fijivirus","Spinareoviridae"
"7175","NC_028955.1","Haifavirus tim68","Haifavirus","Kyanoviridae"
"7177","NC_074223.1","Alehxovirus humivicinum","Alehxovirus","Steitzviridae"
"7178","NC_076135.1","TTV-like mini virus","Betatorquevirus","Anelloviridae"
"7179","NC_034386.1","Orthonairovirus nairobiense","Orthonairovirus","Nairoviridae"
"7181","NC_043678.1","Alphachrysovirus anthurii","Alphachrysovirus","Chrysoviridae"
"7182","NC_002786.2","Marafivirus maydis","Marafivirus","Tymoviridae"
"7183","NC_028806.1","Alphacoronavirus 1","Alphacoronavirus","Coronaviridae"
"7184","NC_024454.1","Aveparvovirus galliform1","Aveparvovirus","Parvoviridae"
"7185","NC_001798.2","Simplexvirus humanalpha2","Simplexvirus","Orthoherpesviridae"
"7186","NC_017977.1","Cyrtanthus elatus virus A","Potyvirus","Potyviridae"
"7187","NC_043696.1","Sturgeon ichtadenovirus A","Ichtadenovirus","Adenoviridae"
"7188","NC_047960.1","Badaguanvirus IME347","Badaguanvirus","Drexlerviridae"
"7189","NC_078893.1","Orthobunyavirus timboteuaense","Orthobunyavirus","Peribunyaviridae"
"7190","NC_024701.1","Mamastrovirus 2","Mamastrovirus","Astroviridae"
"7191","NC_006503.1","Isavirus salaris","Isavirus","Orthomyxoviridae"
"7192","NC_026315.1","Malagasivirus A","Malagasivirus","Picornaviridae"
"7193","NC_039036.1","Deltapapillomavirus 7","Deltapapillomavirus","Papillomaviridae"
"7194","NC_040402.1","Blunervirus camelliae","Blunervirus","Kitaviridae"
"7195","NC_017830.1","Badnavirus fici","Badnavirus","Caulimoviridae"
"7196","NC_011372.2","Duamitovirus boci1","Duamitovirus","Mitoviridae"
"7197","NC_013096.1","Faba bean necrotic stunt virus","Nanovirus","Nanoviridae"
"7202","NC_024151.1","Beauveria bassiana victorivirus NZL/1980","Victorivirus","Totiviridae"
"7203","NC_015265.1","Kisquinquevirus KS5","Kisquinquevirus","Peduoviridae"
"7204","NC_047785.1","Tunavirus SH6","Tunavirus","Drexlerviridae"
"7206","NC_026825.2","Rotavirus I","Rotavirus","Sedoreoviridae"
"7207","NC_073846.1","Wahbolevirus lutadaptatum","Wahbolevirus","Atkinsviridae"
"7209","NC_073907.1","Chahsmivirus agrivivens","Chahsmivirus","Fiersviridae"
"7210","NC_043432.1","Diatodnavirus chaese","Diatodnavirus","Bacilladnaviridae"
"7211","NC_006312.2","Gammainfluenzavirus influenzae","Gammainfluenzavirus","Orthomyxoviridae"
"7212","NC_074153.1","Hinehbovirus caenihabitans","Hinehbovirus","Solspiviridae"
"7213","NC_018463.1","Orthobunyavirus schmallenbergense","Orthobunyavirus","Peribunyaviridae"
"7214","NC_017914.1","Artemisia virus A","Sobemovirus","Solemoviridae"
"7216","NC_016961.1","Whataroa virus","Alphavirus","Togaviridae"
"7217","NC_047951.1","Pienvirus R801","Pienvirus","Autographiviridae"
"7218","NC_029300.1","Bat bocavirus","Bocaparvovirus","Parvoviridae"
"7220","NC_055236.1","Badnavirus aglaonemae","Badnavirus","Caulimoviridae"
"7223","NC_078446.1","Laulavirus gammaviticulum","Laulavirus","Phenuiviridae"
"7226","NC_004015.1","Sorghum chlorotic spot virus","Furovirus","Virgaviridae"
"7227","NC_022332.1","Potamipivirus A","Potamipivirus","Picornaviridae"
"7230","NC_040412.1","Bat rotavirus","Rotavirus","Sedoreoviridae"
"7232","NC_077695.1","Cannabis cryptic virus","Betapartitivirus","Partitiviridae"
"7233","NC_074787.1","Pegivirus platyrrhini","Pegivirus","Flaviviridae"
"7234","NC_055118.1","Orthobunyavirus encephalitidis","Orthobunyavirus","Peribunyaviridae"
"7237","NC_009003.1","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae"
"7239","NC_020159.1","Mincapvirus HSTV2","Mincapvirus","Hafunaviridae"
"7240","NC_055866.1","Copernicusvirus AE417","Copernicusvirus","Rountreeviridae"
"7241","NC_076225.1","Sigmatorquevirus otari3","Sigmatorquevirus","Anelloviridae"
"7242","NC_004439.1","Nepovirus nigranuli","Nepovirus","Secoviridae"
"7243","NC_074328.1","Gredihovirus pedovicinum","Gredihovirus","Steitzviridae"
"7244","NC_074166.1","Puirovirus lutadaptatum","Puirovirus","Solspiviridae"
"7245","NC_040479.1","Guangxi orbivirus","Orbivirus","Sedoreoviridae"
"7246","NC_008910.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"7248","NC_007750.1","Peruvian horse sickness virus","Orbivirus","Sedoreoviridae"
"7251","NC_010583.1","Epseptimavirus EPS7","Epseptimavirus","Demerecviridae"
"7252","NC_024076.1","Orthobunyavirus catqueense","Orthobunyavirus","Peribunyaviridae"
"7253","NC_048060.1","Aarhusvirus mysterion","Aarhusvirus","Autographiviridae"
"7254","NC_055590.1","Circovirus penguin","Circovirus","Circoviridae"
"7256","NC_044952.1","African swine fever virus","Asfivirus","Asfarviridae"
